title,platform,genre
Harvest Moon: A Wonderful Life,GameCube,Console-style RPG
Harvest Moon: Animal Parade,Wii,Strategy
Harvest Moon: Animal Parade,Wii,Breeding/Constructing
Harvest Moon: Animal Parade,Wii,General
Harvest Moon: Animal Parade,Wii,Management
Harvest Moon: Animal Parade,Wii,Business / Tycoon
Harvest Moon: Another Wonderful Life,GameCube,Role-Playing
Harvest Moon: Another Wonderful Life,GameCube,Console-style RPG
Harvest Moon: Friends of Mineral Town,Game Boy Advance,Strategy
Harvest Moon: Friends of Mineral Town,Game Boy Advance,Breeding/Constructing
Harvest Moon: Magical Melody,GameCube,Strategy
Harvest Moon: Magical Melody,GameCube,Breeding/Constructing
Harvest Moon: Magical Melody,Wii,Strategy
Harvest Moon: Magical Melody,Wii,Breeding/Constructing
Harvest Moon: Magical Melody,Wii,General
Harvest Moon: Magical Melody,Wii,Management
Harvest Moon: Magical Melody,Wii,Business / Tycoon
Harvest Moon: More Friends of Mineral Town,Game Boy Advance,Strategy
Harvest Moon: More Friends of Mineral Town,Game Boy Advance,Breeding/Constructing
Harvest Moon: Save the Homeland,PlayStation 2,Strategy
Harvest Moon: Save the Homeland,PlayStation 2,Breeding/Constructing
Harvest Moon: Tree of Tranquility,Wii,Strategy
Harvest Moon: Tree of Tranquility,Wii,Breeding/Constructing
Harvest Moon: Tree of Tranquility,Wii,General
Harvest Moon: Tree of Tranquility,Wii,Management
Harvest Moon: Tree of Tranquility,Wii,Business / Tycoon
Harvey Birdman: Attorney at Law,PSP,Adventure
Harvey Birdman: Attorney at Law,PSP,3D
Harvey Birdman: Attorney at Law,PSP,First-Person
Harvey Birdman: Attorney at Law,PSP,Modern
Harvey Birdman: Attorney at Law,Wii,Adventure
Harvey Birdman: Attorney at Law,Wii,3D
Harvey Birdman: Attorney at Law,Wii,First-Person
Harvey Birdman: Attorney at Law,Wii,Modern
Hasbro Family Game Night: Scrabble,Xbox 360,Miscellaneous
Hasbro Family Game Night: Scrabble,Xbox 360,Board Games
Hasbro Family Game Night: Scrabble,Xbox 360,Board / Card Game
Hatsune Miku: Project Diva F,PlayStation 3,Action
Hatsune Miku: Project Diva F,PlayStation 3,Miscellaneous
Hatsune Miku: Project Diva F,PlayStation 3,Rhythm
Hatsune Miku: Project Diva F,PlayStation 3,Music
Hatsune Miku: Project Diva F 2nd,PlayStation 3,Action
Hatsune Miku: Project Diva F 2nd,PlayStation 3,Miscellaneous
Hatsune Miku: Project Diva F 2nd,PlayStation 3,Rhythm
Hatsune Miku: Project Diva F 2nd,PlayStation 3,Music
Hatsune Miku: Project Diva F 2nd,PlayStation Vita,Action
Hatsune Miku: Project Diva F 2nd,PlayStation Vita,Miscellaneous
Hatsune Miku: Project Diva F 2nd,PlayStation Vita,Rhythm
Hatsune Miku: Project Diva F 2nd,PlayStation Vita,Music
Hatsune Miku: Project Diva f,PlayStation Vita,Action
Hatsune Miku: Project Diva f,PlayStation Vita,Miscellaneous
Hatsune Miku: Project Diva f,PlayStation Vita,Rhythm
Hatsune Miku: Project Diva f,PlayStation Vita,Music
Hatsune Miku: Project Mirai DX,3DS,Miscellaneous
Hatsune Miku: Project Mirai DX,3DS,Action
Hatsune Miku: Project Mirai DX,3DS,Rhythm
Hatsune Miku: Project Mirai DX,3DS,Music
Haunt,Xbox 360,Action Adventure
Haunt,Xbox 360,Horror
Haunt,Xbox 360,Survival
Haunting Ground,PlayStation 2,Action Adventure
Haunting Ground,PlayStation 2,Horror
Headhunter,PlayStation 2,Action Adventure
Headhunter,PlayStation 2,Modern
Hearts of Iron II,PC,Strategy
Hearts of Iron II,PC,Real-Time
Hearts of Iron II,PC,Military
Hearts of Iron II,PC,General
Hearts of Iron II: Doomsday,PC,Strategy
Hearts of Iron II: Doomsday,PC,Real-Time
Hearts of Iron II: Doomsday,PC,Military
Hearts of Iron II: Doomsday,PC,General
Heatseeker,PlayStation 2,Simulation
Heatseeker,PlayStation 2,Flight
Heatseeker,PlayStation 2,Modern Jet
Heavenly Sword,PlayStation 3,Action
Heavenly Sword,PlayStation 3,Beat-'Em-Up
Heavenly Sword,PlayStation 3,3D
Heavy Rain,PlayStation 4,Adventure
Heavy Rain,PlayStation 4,3D
Heavy Rain,PlayStation 4,Third-Person
Heavy Rain,PlayStation 3,Adventure
Heavy Rain,PlayStation 3,3D
Heavy Rain,PlayStation 3,Modern
Heavy Rain,PlayStation 3,Third-Person
Heavy Rain & Beyond: Two Souls Collection,PlayStation 4,Miscellaneous
Heavy Rain & Beyond: Two Souls Collection,PlayStation 4,Compilation
Heavy Rain: Move Edition,PlayStation 3,Miscellaneous
Heavy Rain: Move Edition,PlayStation 3,Adventure
Heavy Rain: Move Edition,PlayStation 3,3D
Heavy Rain: Move Edition,PlayStation 3,Compilation
Heavy Rain: Move Edition,PlayStation 3,Modern
Heavy Rain: Move Edition,PlayStation 3,Third-Person
Helix,Wii,Action
Helix,Wii,Miscellaneous
Helix,Wii,Rhythm
Helix,Wii,Dancing
Hell Yeah! Wrath of the Dead Rabbit,Xbox 360,Action
Hell Yeah! Wrath of the Dead Rabbit,Xbox 360,Platformer
Hell Yeah! Wrath of the Dead Rabbit,Xbox 360,2D
Hell Yeah! Wrath of the Dead Rabbit,PlayStation 3,Action
Hell Yeah! Wrath of the Dead Rabbit,PlayStation 3,Platformer
Hell Yeah! Wrath of the Dead Rabbit,PlayStation 3,2D
Hellblade: Senua's Sacrifice,PlayStation 4,Fantasy
Hellblade: Senua's Sacrifice,PlayStation 4,Action Adventure
Hellblade: Senua's Sacrifice,PlayStation 4,General
Hellblade: Senua's Sacrifice,PC,Action Adventure
Hellblade: Senua's Sacrifice,PC,General
Helldivers,PlayStation 4,Shooter
Helldivers,PlayStation 4,Sci-Fi
Helldivers,PlayStation 4,Action
Helldivers,PlayStation 4,Third-Person
Helldivers,PlayStation 4,Arcade
Henry Hatsworth in the Puzzling Adventure,DS,Action
Henry Hatsworth in the Puzzling Adventure,DS,Platformer
Henry Hatsworth in the Puzzling Adventure,DS,2D
Heroes Over Europe,Xbox 360,Simulation
Heroes Over Europe,Xbox 360,Flight
Heroes Over Europe,Xbox 360,WWII
Heroes Over Europe,Xbox 360,Combat
Heroes of Mana,DS,Strategy
Heroes of Mana,DS,Real-Time
Heroes of Mana,DS,Fantasy
Heroes of Mana,DS,General
Heroes of Might and Magic V,PC,Strategy
Heroes of Might and Magic V,PC,Turn-Based
Heroes of Might and Magic V,PC,Fantasy
Heroes of Might and Magic V,PC,General
Heroes of Might and Magic V: Hammers of Fate,PC,Strategy
Heroes of Might and Magic V: Hammers of Fate,PC,Turn-Based
Heroes of Might and Magic V: Hammers of Fate,PC,Fantasy
Heroes of Might and Magic V: Hammers of Fate,PC,General
Heroes of Might and Magic V: Tribes of the East,PC,Strategy
Heroes of Might and Magic V: Tribes of the East,PC,Turn-Based
Heroes of Might and Magic V: Tribes of the East,PC,Fantasy
Heroes of Might and Magic V: Tribes of the East,PC,General
Heroes of the Pacific,Xbox,Simulation
Heroes of the Pacific,Xbox,Flight
Heroes of the Pacific,Xbox,WWII
Heroes of the Pacific,PlayStation 2,Simulation
Heroes of the Pacific,PlayStation 2,Flight
Heroes of the Pacific,PlayStation 2,WWII
Hidden & Dangerous,Dreamcast,Action
Hidden & Dangerous,Dreamcast,General
Hidden & Dangerous 2,PC,Action
Hidden & Dangerous 2,PC,Shooter
Hidden & Dangerous 2,PC,First-Person
Hidden & Dangerous 2,PC,Tactical
Hidden & Dangerous 2,PC,Historic
High Heat Major League Baseball 2002,PlayStation 2,Sports
High Heat Major League Baseball 2002,PlayStation 2,Traditional
High Heat Major League Baseball 2002,PlayStation 2,Baseball
High Heat Major League Baseball 2002,PlayStation 2,Sim
High Heat Major League Baseball 2003,PlayStation 2,Sports
High Heat Major League Baseball 2003,PlayStation 2,Traditional
High Heat Major League Baseball 2003,PlayStation 2,Baseball
High Heat Major League Baseball 2003,PlayStation 2,Sim
High Heat Major League Baseball 2004,Xbox,Sports
High Heat Major League Baseball 2004,Xbox,Traditional
High Heat Major League Baseball 2004,Xbox,Baseball
High Heat Major League Baseball 2004,Xbox,Arcade
High Heat Major League Baseball 2004,PlayStation 2,Sports
High Heat Major League Baseball 2004,PlayStation 2,Traditional
High Heat Major League Baseball 2004,PlayStation 2,Baseball
High Heat Major League Baseball 2004,PlayStation 2,Sim
High Velocity Bowling,PlayStation 3,Sports
High Velocity Bowling,PlayStation 3,Alternative
High Velocity Bowling,PlayStation 3,Individual
High Velocity Bowling,PlayStation 3,Bowling
Hitman,PlayStation 4,Modern
Hitman,PlayStation 4,Action Adventure
Hitman,PlayStation 4,General
Hitman 2,PlayStation 4,Action Adventure
Hitman 2,PlayStation 4,General
Hitman 2: Silent Assassin,PC,Action Adventure
Hitman 2: Silent Assassin,PC,Modern
Hitman 2: Silent Assassin,PC,General
Hitman 2: Silent Assassin,PlayStation 2,Action Adventure
Hitman 2: Silent Assassin,PlayStation 2,Modern
Hitman: Blood Money,Xbox,Action Adventure
Hitman: Blood Money,Xbox,Modern
Hitman: Blood Money,PC,Action Adventure
Hitman: Blood Money,PC,Modern
Hitman: Blood Money,PC,General
Hitman: Blood Money,Xbox 360,Action Adventure
Hitman: Blood Money,Xbox 360,Modern
Hitman: Blood Money,Xbox 360,General
Hitman: Blood Money,PlayStation 2,Action Adventure
Hitman: Blood Money,PlayStation 2,Modern
Hitman: Contracts,Xbox,Action
Hitman: Contracts,Xbox,Shooter
Hitman: Contracts,Xbox,Third-Person
Hitman: Contracts,Xbox,Modern
Hitman: Contracts,PlayStation 2,Action
Hitman: Contracts,PlayStation 2,Shooter
Hitman: Contracts,PlayStation 2,Third-Person
Hitman: Contracts,PlayStation 2,Modern
Hob,PC,Action
Hob,PC,General
Hogs of War,PlayStation,Strategy
Hogs of War,PlayStation,General
Hollow Knight,PC,Action Adventure
Hollow Knight,PC,General
Hollow Knight,Switch,Action Adventure
Hollow Knight,Switch,General
Homeworld,PC,Strategy
Homeworld,PC,Real-Time
Homeworld,PC,Sci-Fi
Homeworld,PC,General
Homeworld,PC,Command
Homeworld 2,PC,Strategy
Homeworld 2,PC,Real-Time
Homeworld 2,PC,Sci-Fi
Homeworld 2,PC,General
Homeworld Remastered Collection,PC,Miscellaneous
Homeworld Remastered Collection,PC,Compilation
Homeworld: Cataclysm,PC,Strategy
Homeworld: Cataclysm,PC,Real-Time
Homeworld: Cataclysm,PC,Sci-Fi
Homeworld: Cataclysm,PC,General
Homeworld: Deserts of Kharak,PC,Strategy
Homeworld: Deserts of Kharak,PC,Real-Time
Homeworld: Deserts of Kharak,PC,Command
Horace,PC,Adventure
Horace,PC,General
Horizon Chase Turbo,Switch,Racing
Horizon Chase Turbo,Switch,Arcade
Horizon Chase Turbo,Switch,Automobile
Horizon Chase Turbo,Xbox One,Racing
Horizon Chase Turbo,Xbox One,Arcade
Horizon Chase Turbo,Xbox One,Automobile
Horizon Chase Turbo,PC,Racing
Horizon Chase Turbo,PC,Arcade
Horizon Chase Turbo,PC,Automobile
Horizon Chase Turbo,PlayStation 4,Racing
Horizon Chase Turbo,PlayStation 4,Arcade
Horizon Chase Turbo,PlayStation 4,Automobile
Horizon Zero Dawn,PlayStation 4,Role-Playing
Horizon Zero Dawn,PlayStation 4,Action RPG
Horizon Zero Dawn: The Frozen Wilds,PlayStation 4,Role-Playing
Horizon Zero Dawn: The Frozen Wilds,PlayStation 4,Action RPG
Hoshigami: Ruining Blue Earth,PlayStation,Strategy
Hoshigami: Ruining Blue Earth,PlayStation,Turn-Based
Hoshigami: Ruining Blue Earth,PlayStation,Fantasy
Hot Shots Golf 3,PlayStation 2,Sports
Hot Shots Golf 3,PlayStation 2,Traditional
Hot Shots Golf 3,PlayStation 2,Golf
Hot Shots Golf 3,PlayStation 2,Arcade
Hot Shots Golf Fore!,PlayStation 2,Sports
Hot Shots Golf Fore!,PlayStation 2,Traditional
Hot Shots Golf Fore!,PlayStation 2,Golf
Hot Shots Golf Fore!,PlayStation 2,Arcade
Hot Shots Golf: Open Tee,PSP,Sports
Hot Shots Golf: Open Tee,PSP,Traditional
Hot Shots Golf: Open Tee,PSP,Individual
Hot Shots Golf: Open Tee,PSP,Golf
Hot Shots Golf: Open Tee,PSP,Arcade
Hot Shots Golf: Open Tee 2,PSP,Sports
Hot Shots Golf: Open Tee 2,PSP,Traditional
Hot Shots Golf: Open Tee 2,PSP,Individual
Hot Shots Golf: Open Tee 2,PSP,Golf
Hot Shots Golf: Open Tee 2,PSP,Arcade
Hot Shots Golf: Out of Bounds,PlayStation 3,Sports
Hot Shots Golf: Out of Bounds,PlayStation 3,Traditional
Hot Shots Golf: Out of Bounds,PlayStation 3,Individual
Hot Shots Golf: Out of Bounds,PlayStation 3,Golf
Hot Shots Golf: Out of Bounds,PlayStation 3,Arcade
Hot Shots Golf: World Invitational,PlayStation Vita,Sports
Hot Shots Golf: World Invitational,PlayStation Vita,Traditional
Hot Shots Golf: World Invitational,PlayStation Vita,Individual
Hot Shots Golf: World Invitational,PlayStation Vita,Golf
Hot Shots Golf: World Invitational,PlayStation Vita,Arcade
Hot Shots Tennis,PlayStation 2,Sports
Hot Shots Tennis,PlayStation 2,Traditional
Hot Shots Tennis,PlayStation 2,Tennis
Hot Shots Tennis: Get a Grip,PSP,Sports
Hot Shots Tennis: Get a Grip,PSP,Traditional
Hot Shots Tennis: Get a Grip,PSP,Individual
Hot Shots Tennis: Get a Grip,PSP,Tennis
Hot Wheels Stunt Track Challenge,PlayStation 2,Driving
Hot Wheels Stunt Track Challenge,PlayStation 2,Racing
Hot Wheels Stunt Track Challenge,PlayStation 2,Futuristic
Hotel Dusk: Room 215,DS,Adventure
Hotel Dusk: Room 215,DS,General
Hotline Miami,PC,Action
Hotline Miami,PC,Action Adventure
Hotline Miami,PC,General
Hotline Miami,PC,Linear
Hotline Miami,PlayStation Vita,Action
Hotline Miami,PlayStation Vita,Action Adventure
Hotline Miami,PlayStation Vita,General
Hotline Miami,PlayStation Vita,Linear
Hotline Miami,PlayStation 3,Action
Hotline Miami,PlayStation 3,Action Adventure
Hotline Miami,PlayStation 3,General
Hotline Miami,PlayStation 3,Linear
Hotline Miami Collection,Switch,Miscellaneous
Hotline Miami Collection,Switch,Compilation
Hue,PC,Puzzle
Hue,PC,Action
Hulk,PlayStation 2,Action
Hulk,PlayStation 2,Beat-'Em-Up
Human Resource Machine,PC,Puzzle
Human Resource Machine,PC,General
Hunter: The Reckoning,Xbox,Action
Hunter: The Reckoning,Xbox,Beat-'Em-Up
Hunter: The Reckoning Wayward,PlayStation 2,Action
Hunter: The Reckoning Wayward,PlayStation 2,Beat-'Em-Up
Hustle Kings,PlayStation 3,Sports
Hustle Kings,PlayStation 3,Miscellaneous
Hustle Kings,PlayStation 3,Parlor
Hustle Kings,PlayStation 3,Individual
Hustle Kings,PlayStation 3,Billiards
Hydro Thunder Hurricane,Xbox 360,Driving
Hydro Thunder Hurricane,Xbox 360,Racing
Hydro Thunder Hurricane,Xbox 360,Arcade
Hydro Thunder Hurricane,Xbox 360,Snow / Water
Hydro Thunder Hurricane,Xbox 360,Other
Hyper Light Drifter,PC,Role-Playing
Hyper Light Drifter,PC,Action RPG
Hyper Light Drifter,Switch,Role-Playing
Hyper Light Drifter,Switch,Action RPG
Hyrule Warriors,Wii U,Action
Hyrule Warriors,Wii U,Beat-'Em-Up
Hyrule Warriors,Wii U,3D
Hyrule Warriors: Definitive Edition,Switch,Action
Hyrule Warriors: Definitive Edition,Switch,Beat-'Em-Up
Hyrule Warriors: Definitive Edition,Switch,3D
I Heart Geeks!,DS,Miscellaneous
I Heart Geeks!,DS,Puzzle
I Heart Geeks!,DS,General
I-Ninja,Xbox,Action Adventure
I-Ninja,Xbox,Modern
I-Ninja,PlayStation 2,Action
I-Ninja,PlayStation 2,Platformer
I-Ninja,PlayStation 2,3D
ICO,PlayStation 2,Action Adventure
ICO,PlayStation 2,Fantasy
IGI 2: Covert Strike,PC,Action Adventure
IGI 2: Covert Strike,PC,Modern
IGI 2: Covert Strike,PC,General
IL-2 Sturmovik,PC,Simulation
IL-2 Sturmovik,PC,Flight
IL-2 Sturmovik,PC,WWII
IL-2 Sturmovik,PC,Combat
IL-2 Sturmovik: 1946,PC,Simulation
IL-2 Sturmovik: 1946,PC,Flight
IL-2 Sturmovik: 1946,PC,WWII
IL-2 Sturmovik: 1946,PC,Combat
IL-2 Sturmovik: Birds of Prey,Xbox 360,Simulation
IL-2 Sturmovik: Birds of Prey,Xbox 360,Flight
IL-2 Sturmovik: Birds of Prey,Xbox 360,WWII
IL-2 Sturmovik: Birds of Prey,Xbox 360,Combat
IL-2 Sturmovik: Forgotten Battles,PC,Simulation
IL-2 Sturmovik: Forgotten Battles,PC,Flight
IL-2 Sturmovik: Forgotten Battles,PC,WWII
IL-2 Sturmovik: Forgotten Battles,PC,Combat
INSIDE,PC,Action
INSIDE,PC,Platformer
INSIDE,PC,2D
INSIDE,Switch,Action
INSIDE,Switch,Platformer
INSIDE,Switch,2D
INSIDE,PlayStation 4,Action
INSIDE,PlayStation 4,Platformer
INSIDE,PlayStation 4,2D
INSIDE,Xbox One,Action
INSIDE,Xbox One,Platformer
INSIDE,Xbox One,2D
Ibb & Obb,PlayStation 3,Miscellaneous
Ibb & Obb,PlayStation 3,Puzzle
Ibb & Obb,PlayStation 3,Action
Ibb & Obb,PlayStation 3,General
Ice Age 2: The Meltdown,Wii,Action
Ice Age 2: The Meltdown,Wii,Platformer
Ice Age 2: The Meltdown,Wii,3D
Ice Age 2: The Meltdown,PlayStation 2,Action
Ice Age 2: The Meltdown,PlayStation 2,Platformer
Ice Age 2: The Meltdown,PlayStation 2,3D
Ice Age: Dawn of the Dinosaurs,Wii,Action
Ice Age: Dawn of the Dinosaurs,Wii,General
Icewind Dale,PC,Role-Playing
Icewind Dale,PC,PC-style RPG
Icewind Dale,PC,General
Icewind Dale,PC,Western-Style
Icewind Dale II,PC,Role-Playing
Icewind Dale II,PC,PC-style RPG
Icewind Dale II,PC,Western-Style
Iconoclasts,Switch,Action Adventure
Iconoclasts,Switch,Open-World
Iconoclasts,PC,Action Adventure
Iconoclasts,PC,Open-World
Ikaruga,GameCube,Action
Ikaruga,GameCube,Shooter
Ikaruga,GameCube,Scrolling
Ikaruga,Xbox 360,Action
Ikaruga,Xbox 360,Shooter
Ikaruga,Xbox 360,Scrolling
Ikaruga,Xbox 360,Shoot-'Em-Up
Ikaruga,Xbox 360,Vertical
Ikaruga,Switch,Action
Ikaruga,Switch,Shooter
Ikaruga,Switch,Shoot-'Em-Up
Ikaruga,Switch,Vertical
Illbleed,Dreamcast,Action Adventure
Illbleed,Dreamcast,Horror
Immortal Planet,PC,Role-Playing
Immortal Planet,PC,Action RPG
Immortal Redneck,Xbox One,Action
Immortal Redneck,Xbox One,Shooter
Immortal Redneck,Xbox One,First-Person
Immortal Redneck,Xbox One,Arcade
Immortal: Unchained,Xbox One,Role-Playing
Immortal: Unchained,Xbox One,Action RPG
Imperial Glory,PC,Strategy
Imperial Glory,PC,Real-Time
Imperial Glory,PC,Historic
Imperial Glory,PC,General
In Between,Xbox One,Action
In Between,Xbox One,Platformer
In Between,Xbox One,2D
In the Groove,PlayStation 2,Miscellaneous
In the Groove,PlayStation 2,Rhythm
In the Groove,PlayStation 2,Dancing
Inazuma Eleven,DS,Sports
Inazuma Eleven,DS,Traditional
Inazuma Eleven,DS,Soccer
Inazuma Eleven,DS,Arcade
Inazuma Eleven,3DS,Sports
Inazuma Eleven,3DS,Traditional
Inazuma Eleven,3DS,Team
Inazuma Eleven,3DS,Soccer
Inazuma Eleven,3DS,Arcade
Inazuma Eleven 2: Blizzard,DS,Sports
Inazuma Eleven 2: Blizzard,DS,General
Inazuma Eleven 2: Firestorm,DS,Sports
Inazuma Eleven 2: Firestorm,DS,General
Inazuma Eleven Strikers,Wii,Sports
Inazuma Eleven Strikers,Wii,General
Independence War 2: Edge of Chaos,PC,Simulation
Independence War 2: Edge of Chaos,PC,Sci-Fi
Independence War 2: Edge of Chaos,PC,Space
Independence War 2: Edge of Chaos,PC,Large Spaceship
Independence War 2: Edge of Chaos,PC,Civilian
Indiana Jones and the Emperor's Tomb,Xbox,Action Adventure
Indiana Jones and the Emperor's Tomb,Xbox,Fantasy
Indiana Jones and the Emperor's Tomb,PlayStation 2,Action Adventure
Indiana Jones and the Emperor's Tomb,PlayStation 2,Modern
Indiana Jones and the Infernal Machine,Nintendo 64,Action Adventure
Indiana Jones and the Infernal Machine,Nintendo 64,Historic
Indigo Prophecy,PC,Adventure
Indigo Prophecy,PC,3D
Indigo Prophecy,PC,Modern
Indigo Prophecy,PC,Third-Person
Indigo Prophecy,PlayStation 2,Adventure
Indigo Prophecy,PlayStation 2,Third-Person
Indigo Prophecy,PlayStation 2,Modern
Indigo Prophecy,Xbox,Adventure
Indigo Prophecy,Xbox,Third-Person
Indigo Prophecy,Xbox,Modern
Infected,PSP,Action
Infected,PSP,Shooter
Infected,PSP,Third-Person
Infected,PSP,Sci-Fi
Infected,PSP,Arcade
Infinite Space,DS,Role-Playing
Infinite Space,DS,Simulation
Infinite Space,DS,Sci-Fi
Infinite Space,DS,General
Infinite Space,DS,Large Spaceship
Injustice 2,Xbox One,Action
Injustice 2,Xbox One,Fighting
Injustice 2,Xbox One,2D
Injustice 2,PlayStation 4,Action
Injustice 2,PlayStation 4,Fighting
Injustice 2,PlayStation 4,2D
Injustice: Gods Among Us,Xbox 360,Action
Injustice: Gods Among Us,Xbox 360,Fighting
Injustice: Gods Among Us,Xbox 360,2D
Injustice: Gods Among Us,PlayStation 3,Action
Injustice: Gods Among Us,PlayStation 3,Fighting
Injustice: Gods Among Us,PlayStation 3,2D
Innocent Life: A Futuristic Harvest Moon,PSP,Strategy
Innocent Life: A Futuristic Harvest Moon,PSP,Breeding/Constructing
Innocent Life: A Futuristic Harvest Moon,PSP,General
Innocent Life: A Futuristic Harvest Moon,PSP,Management
Innocent Life: A Futuristic Harvest Moon,PSP,Business / Tycoon
Insanely Twisted Shadow Planet,Xbox 360,Action
Insanely Twisted Shadow Planet,Xbox 360,Action Adventure
Insanely Twisted Shadow Planet,Xbox 360,Open-World
Insanely Twisted Shadow Planet,Xbox 360,Shooter
Insanely Twisted Shadow Planet,Xbox 360,Scrolling
Insanely Twisted Shadow Planet,Xbox 360,Shoot-'Em-Up
Insanely Twisted Shadow Planet,Xbox 360,Horizontal
Insurgency,PC,Shooter
Insurgency,PC,Modern
Insurgency,PC,Action
Insurgency,PC,First-Person
Insurgency,PC,Tactical
Insurgency: Sandstorm,PC,Strategy
Insurgency: Sandstorm,PC,General
Into the Breach,Switch,Strategy
Into the Breach,Switch,Turn-Based
Into the Breach,Switch,Tactics
Inuyasha: Feudal Combat,PlayStation 2,Action
Inuyasha: Feudal Combat,PlayStation 2,Fighting
Inuyasha: Feudal Combat,PlayStation 2,3D
Inuyasha: The Secret of the Cursed Mask,PlayStation 2,Role-Playing
Inuyasha: The Secret of the Cursed Mask,PlayStation 2,Console-style RPG
"Invisible, Inc.",PC,Sci-Fi
"Invisible, Inc.",PC,Strategy
"Invisible, Inc.",PC,Turn-Based
"Invisible, Inc.",PC,General
"Invisible, Inc.",PC,Tactics
Iridion II,Game Boy Advance,Action
Iridion II,Game Boy Advance,Shooter
Iridion II,Game Boy Advance,Scrolling
Iron Brigade,Xbox 360,Action
Iron Brigade,Xbox 360,Strategy
Iron Brigade,Xbox 360,General
Iron Brigade,Xbox 360,Real-Time
Iron Brigade,Xbox 360,Defense
Ironcast,Switch,Puzzle
Ironcast,Switch,Matching
Irony Curtain: From Matryoshka with Love,PC,Adventure
Irony Curtain: From Matryoshka with Love,PC,General
Ittle Dew 2+,Switch,Role-Playing
Ittle Dew 2+,Switch,Action Adventure
