title,platform,genre
Mega Man X Collection,GameCube,Action
Mega Man X Collection,GameCube,Platformer
Mega Man X Collection,GameCube,2D
Mega Man X Legacy Collection,Switch,Miscellaneous
Mega Man X Legacy Collection,Switch,Compilation
Mega Man X Legacy Collection 1 + 2,Switch,Miscellaneous
Mega Man X Legacy Collection 1 + 2,Switch,Compilation
Mega Man X5,PlayStation,Action
Mega Man X5,PlayStation,Platformer
Mega Man X5,PlayStation,2D
Mega Man X8,PlayStation 2,Action
Mega Man X8,PlayStation 2,Platformer
Mega Man X8,PlayStation 2,2D
Mega Man ZX,DS,Action
Mega Man ZX,DS,Platformer
Mega Man ZX,DS,2D
Mega Man ZX Advent,DS,Action
Mega Man ZX Advent,DS,Platformer
Mega Man ZX Advent,DS,2D
Mega Man Zero,Game Boy Advance,Action
Mega Man Zero,Game Boy Advance,Platformer
Mega Man Zero,Game Boy Advance,2D
Mega Man Zero 2,Game Boy Advance,Action
Mega Man Zero 2,Game Boy Advance,Platformer
Mega Man Zero 2,Game Boy Advance,2D
Mega Man Zero 3,Game Boy Advance,Action
Mega Man Zero 3,Game Boy Advance,Platformer
Mega Man Zero 3,Game Boy Advance,2D
Mega Man Zero 4,Game Boy Advance,Action
Mega Man Zero 4,Game Boy Advance,Platformer
Mega Man Zero 4,Game Boy Advance,2D
Mega Man: Battle Chip Challenge,Game Boy Advance,Miscellaneous
Mega Man: Battle Chip Challenge,Game Boy Advance,Card Battle
Memoria,PC,Adventure
Memoria,PC,General
Memoria,PC,Point-and-Click
Men of Valor,Xbox,Action
Men of Valor,Xbox,Shooter
Men of Valor,Xbox,First-Person
Men of Valor,Xbox,Historic
Men of War,PC,Strategy
Men of War,PC,Real-Time
Men of War,PC,Historic
Men of War,PC,General
Men of War,PC,Tactics
Men of War: Assault Squad,PC,Strategy
Men of War: Assault Squad,PC,Real-Time
Men of War: Assault Squad,PC,Military
Men of War: Assault Squad,PC,Tactics
Men of War: Red Tide,PC,Strategy
Men of War: Red Tide,PC,Real-Time
Men of War: Red Tide,PC,Historic
Men of War: Red Tide,PC,General
Men of War: Red Tide,PC,Tactics
Mercenaries,PlayStation 2,Action Adventure
Mercenaries,PlayStation 2,Modern
Mercenaries,Xbox,Action Adventure
Mercenaries,Xbox,Modern
Mercenaries Saga 2: Order Of The Silver Eagle,3DS,Strategy
Mercenaries Saga 2: Order Of The Silver Eagle,3DS,Turn-Based
Mercenaries Saga 2: Order Of The Silver Eagle,3DS,Tactics
Mercury Hg,Xbox 360,Miscellaneous
Mercury Hg,Xbox 360,Puzzle
Mercury Hg,Xbox 360,General
Mercury Hg,Xbox 360,Action
Mercury Meltdown,PSP,Miscellaneous
Mercury Meltdown,PSP,Puzzle
Mercury Meltdown,PSP,General
Metal Arms: Glitch in the System,PlayStation 2,Action
Metal Arms: Glitch in the System,PlayStation 2,Shooter
Metal Arms: Glitch in the System,PlayStation 2,Third-Person
Metal Arms: Glitch in the System,PlayStation 2,Sci-Fi
Metal Arms: Glitch in the System,GameCube,Action
Metal Arms: Glitch in the System,GameCube,Shooter
Metal Arms: Glitch in the System,GameCube,Third-Person
Metal Arms: Glitch in the System,GameCube,Sci-Fi
Metal Arms: Glitch in the System,Xbox,Action
Metal Arms: Glitch in the System,Xbox,Shooter
Metal Arms: Glitch in the System,Xbox,Third-Person
Metal Arms: Glitch in the System,Xbox,Sci-Fi
Metal Fatigue,PC,Strategy
Metal Fatigue,PC,Real-Time
Metal Fatigue,PC,General
Metal Gear Acid 2,PSP,Strategy
Metal Gear Acid 2,PSP,Turn-Based
Metal Gear Acid 2,PSP,Modern
Metal Gear Acid 2,PSP,Card Battle
Metal Gear Rising: Revengeance,PC,Action
Metal Gear Rising: Revengeance,PC,Action Adventure
Metal Gear Rising: Revengeance,PC,Shooter
Metal Gear Rising: Revengeance,PC,General
Metal Gear Rising: Revengeance,PC,Modern
Metal Gear Rising: Revengeance,PC,Third-Person
Metal Gear Rising: Revengeance,PC,Tactical
Metal Gear Rising: Revengeance,PlayStation 3,Action Adventure
Metal Gear Rising: Revengeance,PlayStation 3,Modern
Metal Gear Rising: Revengeance,PlayStation 3,General
Metal Gear Rising: Revengeance,Xbox 360,Action Adventure
Metal Gear Rising: Revengeance,Xbox 360,Modern
Metal Gear Rising: Revengeance,Xbox 360,General
Metal Gear Solid,PlayStation,Action Adventure
Metal Gear Solid,PlayStation,Modern
Metal Gear Solid,PC,Action Adventure
Metal Gear Solid,PC,Modern
Metal Gear Solid,PC,General
Metal Gear Solid 2: Sons of Liberty,PlayStation 2,Action Adventure
Metal Gear Solid 2: Sons of Liberty,PlayStation 2,Modern
Metal Gear Solid 2: Substance,PlayStation 2,Action Adventure
Metal Gear Solid 2: Substance,PlayStation 2,Modern
Metal Gear Solid 2: Substance,Xbox,Action Adventure
Metal Gear Solid 2: Substance,Xbox,Modern
Metal Gear Solid 3: Snake Eater,PlayStation 2,Action Adventure
Metal Gear Solid 3: Snake Eater,PlayStation 2,Modern
Metal Gear Solid 3: Subsistence,PlayStation 2,Action Adventure
Metal Gear Solid 3: Subsistence,PlayStation 2,Modern
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,Action Adventure
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,Modern
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,General
Metal Gear Solid HD Collection,PlayStation 3,Miscellaneous
Metal Gear Solid HD Collection,PlayStation 3,Action Adventure
Metal Gear Solid HD Collection,PlayStation 3,Modern
Metal Gear Solid HD Collection,PlayStation 3,Compilation
Metal Gear Solid HD Collection,Xbox 360,Miscellaneous
Metal Gear Solid HD Collection,Xbox 360,Compilation
Metal Gear Solid HD Collection,PlayStation Vita,Miscellaneous
Metal Gear Solid HD Collection,PlayStation Vita,Action Adventure
Metal Gear Solid HD Collection,PlayStation Vita,Modern
Metal Gear Solid HD Collection,PlayStation Vita,Compilation
Metal Gear Solid V: The Phantom Pain,PlayStation 4,Modern
Metal Gear Solid V: The Phantom Pain,PlayStation 4,Action Adventure
Metal Gear Solid V: The Phantom Pain,PlayStation 4,Open-World
Metal Gear Solid V: The Phantom Pain,PC,Action Adventure
Metal Gear Solid V: The Phantom Pain,PC,Modern
Metal Gear Solid V: The Phantom Pain,PC,Open-World
Metal Gear Solid: Peace Walker,PSP,Action Adventure
Metal Gear Solid: Peace Walker,PSP,Modern
Metal Gear Solid: Peace Walker,PSP,General
Metal Gear Solid: Portable Ops,PSP,Action Adventure
Metal Gear Solid: Portable Ops,PSP,Modern
Metal Gear Solid: Portable Ops,PSP,General
Metal Gear Solid: Snake Eater 3D,3DS,Action Adventure
Metal Gear Solid: Snake Eater 3D,3DS,Modern
Metal Gear Solid: Snake Eater 3D,3DS,General
Metal Gear Solid: The Twin Snakes,GameCube,Action Adventure
Metal Gear Solid: The Twin Snakes,GameCube,Modern
Metal Slug Advance,Game Boy Advance,Action
Metal Slug Advance,Game Boy Advance,Shooter
Metal Slug Advance,Game Boy Advance,Scrolling
Metal Slug Anthology,PlayStation 2,Miscellaneous
Metal Slug Anthology,PlayStation 2,Compilation
Metal Slug Anthology,Wii,Miscellaneous
Metal Slug Anthology,Wii,Compilation
Metal Slug X,PlayStation,Action
Metal Slug X,PlayStation,Shooter
Metal Slug X,PlayStation,Scrolling
Metro 2033,PC,Action
Metro 2033,PC,Shooter
Metro 2033,PC,First-Person
Metro 2033,PC,Sci-Fi
Metro 2033,PC,Arcade
Metro Redux,PlayStation 4,Action
Metro Redux,PlayStation 4,Miscellaneous
Metro Redux,PlayStation 4,Shooter
Metro Redux,PlayStation 4,Compilation
Metro Redux,PlayStation 4,First-Person
Metro Redux,PlayStation 4,Sci-Fi
Metro Redux,Xbox One,Action
Metro Redux,Xbox One,Miscellaneous
Metro Redux,Xbox One,Shooter
Metro Redux,Xbox One,Compilation
Metro Redux,Xbox One,First-Person
Metro Redux,Xbox One,Sci-Fi
Metro: Last Light,PC,Action
Metro: Last Light,PC,Shooter
Metro: Last Light,PC,First-Person
Metro: Last Light,PC,Sci-Fi
Metro: Last Light,PC,Arcade
Metro: Last Light,Xbox 360,Action
Metro: Last Light,Xbox 360,Shooter
Metro: Last Light,Xbox 360,First-Person
Metro: Last Light,Xbox 360,Sci-Fi
Metro: Last Light,Xbox 360,Arcade
Metro: Last Light,PlayStation 3,Action
Metro: Last Light,PlayStation 3,Shooter
Metro: Last Light,PlayStation 3,First-Person
Metro: Last Light,PlayStation 3,Sci-Fi
Metro: Last Light,PlayStation 3,Arcade
Metroid Fusion,Game Boy Advance,Action Adventure
Metroid Fusion,Game Boy Advance,Sci-Fi
Metroid Prime,GameCube,Action
Metroid Prime,GameCube,Shooter
Metroid Prime,GameCube,First-Person
Metroid Prime,GameCube,Sci-Fi
Metroid Prime 2: Echoes,GameCube,Action
Metroid Prime 2: Echoes,GameCube,Shooter
Metroid Prime 2: Echoes,GameCube,First-Person
Metroid Prime 2: Echoes,GameCube,Sci-Fi
Metroid Prime 3: Corruption,Wii,Action
Metroid Prime 3: Corruption,Wii,Shooter
Metroid Prime 3: Corruption,Wii,First-Person
Metroid Prime 3: Corruption,Wii,Sci-Fi
Metroid Prime 3: Corruption,Wii,Arcade
Metroid Prime Pinball,DS,Action
Metroid Prime Pinball,DS,Miscellaneous
Metroid Prime Pinball,DS,Parlor
Metroid Prime Pinball,DS,Pinball
Metroid Prime Trilogy,Wii,Action
Metroid Prime Trilogy,Wii,Miscellaneous
Metroid Prime Trilogy,Wii,Shooter
Metroid Prime Trilogy,Wii,Compilation
Metroid Prime Trilogy,Wii,First-Person
Metroid Prime Trilogy,Wii,Sci-Fi
Metroid Prime: Hunters,DS,Action
Metroid Prime: Hunters,DS,Shooter
Metroid Prime: Hunters,DS,First-Person
Metroid Prime: Hunters,DS,Sci-Fi
Metroid Prime: Hunters,DS,Arcade
Metroid: Samus Returns,3DS,Action Adventure
Metroid: Samus Returns,3DS,Open-World
Metroid: Zero Mission,Game Boy Advance,Action
Metroid: Zero Mission,Game Boy Advance,Platformer
Metroid: Zero Mission,Game Boy Advance,2D
Metropolis Street Racer,Dreamcast,Driving
Metropolis Street Racer,Dreamcast,Racing
Metropolis Street Racer,Dreamcast,GT / Street
Miami Law,DS,Adventure
Miami Law,DS,General
Michael Jackson The Experience,PlayStation 3,Action
Michael Jackson The Experience,PlayStation 3,Miscellaneous
Michael Jackson The Experience,PlayStation 3,Rhythm
Michael Jackson The Experience,PlayStation 3,General
Michael Jackson The Experience,PlayStation 3,Dancing
Michael Jackson The Experience,Wii,General
Michael Jackson The Experience,Wii,Action
Michael Jackson The Experience,Wii,Miscellaneous
Michael Jackson The Experience,Wii,Rhythm
Michael Jackson The Experience,Wii,Dancing
Middle-earth: Shadow of Mordor,PlayStation 4,Fantasy
Middle-earth: Shadow of Mordor,PlayStation 4,Action Adventure
Middle-earth: Shadow of Mordor,PlayStation 4,Open-World
Middle-earth: Shadow of Mordor,PC,Fantasy
Middle-earth: Shadow of Mordor,PC,Action Adventure
Middle-earth: Shadow of Mordor,PC,Open-World
Middle-earth: Shadow of Mordor,Xbox One,Fantasy
Middle-earth: Shadow of Mordor,Xbox One,Action Adventure
Middle-earth: Shadow of Mordor,Xbox One,Open-World
Midnight Club 3: DUB Edition,PlayStation 2,Driving
Midnight Club 3: DUB Edition,PlayStation 2,Racing
Midnight Club 3: DUB Edition,PlayStation 2,GT / Street
Midnight Club 3: DUB Edition,PSP,Driving
Midnight Club 3: DUB Edition,PSP,Racing
Midnight Club 3: DUB Edition,PSP,Simulation
Midnight Club 3: DUB Edition,PSP,GT / Street
Midnight Club 3: DUB Edition,PSP,Automobile
Midnight Club 3: DUB Edition Remix,PlayStation 2,Driving
Midnight Club 3: DUB Edition Remix,PlayStation 2,Racing
Midnight Club 3: DUB Edition Remix,PlayStation 2,GT / Street
Midnight Club II,PlayStation 2,Driving
Midnight Club II,PlayStation 2,Racing
Midnight Club II,PlayStation 2,GT / Street
Midnight Club II,PC,Driving
Midnight Club II,PC,Racing
Midnight Club II,PC,Simulation
Midnight Club II,PC,GT / Street
Midnight Club II,PC,Automobile
Midnight Club: LA Remix,PSP,Driving
Midnight Club: LA Remix,PSP,Racing
Midnight Club: LA Remix,PSP,Arcade
Midnight Club: LA Remix,PSP,Automobile
Midnight Club: Los Angeles,Xbox 360,Driving
Midnight Club: Los Angeles,Xbox 360,Racing
Midnight Club: Los Angeles,Xbox 360,Simulation
Midnight Club: Los Angeles,Xbox 360,GT / Street
Midnight Club: Los Angeles,Xbox 360,Automobile
Midnight Club: Los Angeles,PlayStation 3,Driving
Midnight Club: Los Angeles,PlayStation 3,Racing
Midnight Club: Los Angeles,PlayStation 3,Simulation
Midnight Club: Los Angeles,PlayStation 3,GT / Street
Midnight Club: Los Angeles,PlayStation 3,Automobile
Midnight Pool,Wii,Sports
Midnight Pool,Wii,Miscellaneous
Midnight Pool,Wii,Parlor
Midnight Pool,Wii,Individual
Midnight Pool,Wii,Billiards
Midtown Madness 2,PC,Driving
Midtown Madness 2,PC,Racing
Midtown Madness 2,PC,Mission-based
Midtown Madness 2,PC,Arcade
Midtown Madness 2,PC,Automobile
Midtown Madness 3,Xbox,Driving
Midtown Madness 3,Xbox,Mission-based
Midway Arcade Treasures,GameCube,Miscellaneous
Midway Arcade Treasures,GameCube,Compilation
Midway Arcade Treasures,PlayStation 2,Miscellaneous
Midway Arcade Treasures,PlayStation 2,Compilation
Midway Arcade Treasures: Extended Play,PSP,Miscellaneous
Midway Arcade Treasures: Extended Play,PSP,Compilation
Might & Magic: Clash of Heroes,Xbox 360,Role-Playing
Might & Magic: Clash of Heroes,Xbox 360,General
Might & Magic: Clash of Heroes,PlayStation 3,Role-Playing
Might & Magic: Clash of Heroes,PlayStation 3,General
Mighty Gunvolt Burst,Switch,Action
Mighty Gunvolt Burst,Switch,Platformer
Mighty Gunvolt Burst,Switch,2D
Mighty Milky Way,DS,Miscellaneous
Mighty Milky Way,DS,Puzzle
Mighty Milky Way,DS,Action
Mighty Switch Force!,3DS,Action
Mighty Switch Force!,3DS,Platformer
Mighty Switch Force!,3DS,2D
Miitopia,3DS,Action
Miitopia,3DS,General
Mini Metro,Switch,Strategy
Mini Metro,Switch,Management
Mini Metro,Switch,Government
Mini Ninjas,PlayStation 3,Action Adventure
Mini Ninjas,PlayStation 3,Adventure
Mini Ninjas,PlayStation 3,General
Mini Ninjas,PlayStation 3,Fantasy
Mini Ninjas,Xbox 360,Action Adventure
Mini Ninjas,Xbox 360,Adventure
Mini Ninjas,Xbox 360,General
Mini Ninjas,Xbox 360,Fantasy
Mini Ninjas,Wii,Action Adventure
Mini Ninjas,Wii,Adventure
Mini Ninjas,Wii,General
Mini Ninjas,Wii,Fantasy
Mini Ninjas,PC,Action Adventure
Mini Ninjas,PC,Adventure
Mini Ninjas,PC,General
Mini Ninjas,PC,Fantasy
Mini Ninjas Adventures,Xbox 360,Action
Mini Ninjas Adventures,Xbox 360,General
Minit,Switch,Adventure
Minit,Switch,General
Mirror's Edge,PC,Action
Mirror's Edge,PC,Shooter
Mirror's Edge,PC,First-Person
Mirror's Edge,PC,Modern
Mirror's Edge,PC,Action Adventure
Mirror's Edge,PC,General
Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation 2,Action
Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation 2,Shooter
Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation 2,Third-Person
Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation 2,Sci-Fi
Mobile Suit Gundam: Encounters in Space,PlayStation 2,Simulation
Mobile Suit Gundam: Encounters in Space,PlayStation 2,Sci-Fi
Mobile Suit Gundam: Encounters in Space,PlayStation 2,Mech
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,Simulation
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,Sci-Fi
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,Mech
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,Action
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,Shooter
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,Third-Person
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,Sci-Fi
Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,Simulation
Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,Sci-Fi
Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,Mech
Mobile Suit Gundam: Zeonic Front,PlayStation 2,Simulation
Mobile Suit Gundam: Zeonic Front,PlayStation 2,Sci-Fi
Mobile Suit Gundam: Zeonic Front,PlayStation 2,Mech
ModNation Racers,PlayStation 3,Driving
ModNation Racers,PlayStation 3,Racing
ModNation Racers,PlayStation 3,Arcade
ModNation Racers,PlayStation 3,Kart
ModNation Racers,PlayStation 3,Other
Monday Night Combat,Xbox 360,Action
Monday Night Combat,Xbox 360,Shooter
Monday Night Combat,Xbox 360,Third-Person
Monday Night Combat,Xbox 360,Modern
Monday Night Combat,Xbox 360,Arcade
Monkey Island 2 Special Edition: LeChuck's Revenge,PC,Adventure
Monkey Island 2 Special Edition: LeChuck's Revenge,PC,General
Monkey Island 2 Special Edition: LeChuck's Revenge,PC,Point-and-Click
Monkey Island 2 Special Edition: LeChuck's Revenge,Xbox 360,Adventure
Monkey Island 2 Special Edition: LeChuck's Revenge,Xbox 360,General
Monkey Island 2 Special Edition: LeChuck's Revenge,Xbox 360,Point-and-Click
Monkey Island 2 Special Edition: LeChuck's Revenge,PlayStation 3,Adventure
Monkey Island 2 Special Edition: LeChuck's Revenge,PlayStation 3,General
Monkey Island 2 Special Edition: LeChuck's Revenge,PlayStation 3,Point-and-Click
Monster 4X4: World Circuit,Wii,Driving
Monster 4X4: World Circuit,Wii,Racing
Monster 4X4: World Circuit,Wii,Simulation
Monster 4X4: World Circuit,Wii,Rally / Offroad
Monster 4X4: World Circuit,Wii,Automobile
Monster 4x4: Masters of Metal,PlayStation 2,Driving
Monster 4x4: Masters of Metal,PlayStation 2,Racing
Monster 4x4: Masters of Metal,PlayStation 2,Truck
Monster Boy and the Cursed Kingdom,Switch,Action Adventure
Monster Boy and the Cursed Kingdom,Switch,General
Monster Boy and the Cursed Kingdom,Xbox One,Action Adventure
Monster Boy and the Cursed Kingdom,Xbox One,General
Monster Boy and the Cursed Kingdom,PlayStation 4,Action Adventure
Monster Boy and the Cursed Kingdom,PlayStation 4,General
Monster House,Game Boy Advance,Action Adventure
Monster House,Game Boy Advance,Horror
Monster Hunter,PlayStation 2,Action Adventure
Monster Hunter,PlayStation 2,Fantasy
Monster Hunter 3 Ultimate,Wii U,Role-Playing
Monster Hunter 3 Ultimate,Wii U,Action Adventure
Monster Hunter 3 Ultimate,Wii U,Fantasy
Monster Hunter 3 Ultimate,Wii U,Action RPG
Monster Hunter 3 Ultimate,3DS,Role-Playing
Monster Hunter 3 Ultimate,3DS,Action RPG
Monster Hunter 4 Ultimate,3DS,Role-Playing
Monster Hunter 4 Ultimate,3DS,Action RPG
Monster Hunter Freedom,PSP,Role-Playing
Monster Hunter Freedom,PSP,Action RPG
Monster Hunter Freedom 2,PSP,Role-Playing
Monster Hunter Freedom 2,PSP,Action RPG
Monster Hunter Freedom Unite,PSP,Role-Playing
Monster Hunter Freedom Unite,PSP,Action RPG
Monster Hunter Generations,3DS,Role-Playing
Monster Hunter Generations,3DS,Action RPG
Monster Hunter Generations Ultimate,Switch,Role-Playing
Monster Hunter Generations Ultimate,Switch,Action RPG
Monster Hunter Stories,3DS,Role-Playing
Monster Hunter Stories,3DS,Action RPG
Monster Hunter Stories,3DS,Japanese-Style
Monster Hunter Tri,Wii,Role-Playing
Monster Hunter Tri,Wii,Action RPG
Monster Hunter: World - Iceborne,Xbox One,Role-Playing
Monster Hunter: World - Iceborne,Xbox One,Action RPG
Monster Hunter: World - Iceborne,PlayStation 4,Role-Playing
Monster Hunter: World - Iceborne,PlayStation 4,Action RPG
Monster Lab,Wii,Role-Playing
Monster Lab,Wii,Action RPG
Monster Lab,Wii,General
Monster Rancher 3,PlayStation 2,Strategy
Monster Rancher 3,PlayStation 2,Breeding/Constructing
Monster Rancher 4,PlayStation 2,Strategy
Monster Rancher 4,PlayStation 2,Breeding/Constructing
Monster Tale,DS,Action
Monster Tale,DS,Platformer
Monster Tale,DS,2D
Monster of the Deep: Final Fantasy XV,PlayStation 4,Sports
Monster of the Deep: Final Fantasy XV,PlayStation 4,Individual
Monster of the Deep: Final Fantasy XV,PlayStation 4,Nature
Monster of the Deep: Final Fantasy XV,PlayStation 4,Fishing
Moonlighter,Switch,Role-Playing
Moonlighter,Switch,Action RPG
Mortal Kombat,PlayStation 3,Action
Mortal Kombat,PlayStation 3,Fighting
Mortal Kombat,PlayStation 3,2D
Mortal Kombat,Xbox 360,Action
Mortal Kombat,Xbox 360,Fighting
Mortal Kombat,Xbox 360,2D
Mortal Kombat,PlayStation Vita,Action
Mortal Kombat,PlayStation Vita,Fighting
Mortal Kombat,PlayStation Vita,3D
Mortal Kombat,PlayStation Vita,2D
Mortal Kombat Komplete Edition,PC,Action
Mortal Kombat Komplete Edition,PC,Miscellaneous
Mortal Kombat Komplete Edition,PC,Fighting
Mortal Kombat Komplete Edition,PC,Compilation
Mortal Kombat Komplete Edition,PC,2D
Mortal Kombat X,PlayStation 4,Action
Mortal Kombat X,PlayStation 4,Fighting
Mortal Kombat X,PlayStation 4,2D
Mortal Kombat X,PlayStation 4,3D
Mortal Kombat: Armageddon,PlayStation 2,Action
Mortal Kombat: Armageddon,PlayStation 2,Fighting
Mortal Kombat: Armageddon,PlayStation 2,3D
Mortal Kombat: Armageddon,Wii,Action
Mortal Kombat: Armageddon,Wii,Fighting
Mortal Kombat: Armageddon,Wii,3D
Mortal Kombat: Armageddon,Xbox,Action
Mortal Kombat: Armageddon,Xbox,Fighting
Mortal Kombat: Armageddon,Xbox,3D
Mortal Kombat: Deadly Alliance,GameCube,Action
Mortal Kombat: Deadly Alliance,GameCube,Fighting
Mortal Kombat: Deadly Alliance,GameCube,3D
Mortal Kombat: Deadly Alliance,PlayStation 2,Action
Mortal Kombat: Deadly Alliance,PlayStation 2,Fighting
Mortal Kombat: Deadly Alliance,PlayStation 2,3D
Mortal Kombat: Deadly Alliance,Xbox,Action
Mortal Kombat: Deadly Alliance,Xbox,Fighting
Mortal Kombat: Deadly Alliance,Xbox,3D
Mortal Kombat: Deception,GameCube,Action
Mortal Kombat: Deception,GameCube,Fighting
Mortal Kombat: Deception,GameCube,3D
Mortal Kombat: Deception,Xbox,Action
Mortal Kombat: Deception,Xbox,Fighting
Mortal Kombat: Deception,Xbox,3D
Mortal Kombat: Deception,PlayStation 2,Action
Mortal Kombat: Deception,PlayStation 2,Fighting
Mortal Kombat: Deception,PlayStation 2,3D
Mortal Kombat: Shaolin Monks,PlayStation 2,Action
Mortal Kombat: Shaolin Monks,PlayStation 2,Beat-'Em-Up
Mortal Kombat: Tournament Edition,Game Boy Advance,Action
Mortal Kombat: Tournament Edition,Game Boy Advance,Fighting
Mortal Kombat: Tournament Edition,Game Boy Advance,2D
Mortal Kombat: Unchained,PSP,Action
Mortal Kombat: Unchained,PSP,Fighting
Mortal Kombat: Unchained,PSP,3D
Moss,PlayStation 4,Action Adventure
Moss,PlayStation 4,General
MotoGP,Xbox,Driving
MotoGP,Xbox,Racing
MotoGP,Xbox,Motorcycle
MotoGP,Xbox,Street
MotoGP 07,PlayStation 2,Driving
MotoGP 07,PlayStation 2,Racing
MotoGP 07,PlayStation 2,Motorcycle
MotoGP 07,PlayStation 2,Street
MotoGP 19,Xbox One,Racing
MotoGP 19,Xbox One,Simulation
MotoGP 19,Xbox One,Automobile
MotoGP 19,PlayStation 4,Racing
MotoGP 19,PlayStation 4,Simulation
MotoGP 19,PlayStation 4,Automobile
MotoGP 2,PlayStation 2,Driving
MotoGP 2,PlayStation 2,Racing
MotoGP 2,PlayStation 2,Motorcycle
MotoGP 2,PlayStation 2,Street
MotoGP 3,PlayStation 2,Driving
MotoGP 3,PlayStation 2,Racing
MotoGP 3,PlayStation 2,Motorcycle
MotoGP 3,PlayStation 2,Street
MotoGP 4,PlayStation 2,Driving
MotoGP 4,PlayStation 2,Racing
MotoGP 4,PlayStation 2,Motorcycle
MotoGP 4,PlayStation 2,Street
Motocross Madness,Xbox 360,Driving
Motocross Madness,Xbox 360,Racing
Motocross Madness,Xbox 360,General
Motocross Madness,Xbox 360,Arcade
Motocross Madness,Xbox 360,Automobile
MotorStorm Arctic Edge,PlayStation 2,Driving
MotorStorm Arctic Edge,PlayStation 2,Racing
MotorStorm Arctic Edge,PlayStation 2,Rally / Offroad
MotorStorm Arctic Edge,PSP,Driving
MotorStorm Arctic Edge,PSP,Racing
MotorStorm Arctic Edge,PSP,Simulation
MotorStorm Arctic Edge,PSP,Rally / Offroad
MotorStorm Arctic Edge,PSP,Automobile
MotorStorm: Apocalypse,PlayStation 3,Driving
MotorStorm: Apocalypse,PlayStation 3,Racing
MotorStorm: Apocalypse,PlayStation 3,Simulation
MotorStorm: Apocalypse,PlayStation 3,Rally / Offroad
MotorStorm: Apocalypse,PlayStation 3,Automobile
MotorStorm: Pacific Rift,PlayStation 3,Driving
MotorStorm: Pacific Rift,PlayStation 3,Racing
MotorStorm: Pacific Rift,PlayStation 3,Simulation
MotorStorm: Pacific Rift,PlayStation 3,Rally / Offroad
MotorStorm: Pacific Rift,PlayStation 3,Automobile
Motorsport Manager,PC,Action
Motorsport Manager,PC,Simulation
Motorsport Manager,PC,General
Motorsport Manager,PC,Virtual
Motorsport Manager,PC,Career
Mount & Blade,PC,Role-Playing
Mount & Blade,PC,PC-style RPG
Mount & Blade,PC,Western-Style
Mount & Blade: Warband,PC,Role-Playing
Mount & Blade: Warband,PC,PC-style RPG
Mount & Blade: Warband,PC,Western-Style
Mount & Blade: Warband,Xbox One,Role-Playing
Mount & Blade: Warband,Xbox One,Western-Style
Mr. Driller: Drill Spirits,DS,Miscellaneous
Mr. Driller: Drill Spirits,DS,Puzzle
Mr. Driller: Drill Spirits,DS,Action
Mr. Driller: Drill Spirits,DS,General
Multiwinia: Survival of the Flattest,PC,Strategy
Multiwinia: Survival of the Flattest,PC,Real-Time
Multiwinia: Survival of the Flattest,PC,Sci-Fi
Multiwinia: Survival of the Flattest,PC,General
Muppets Party Cruise,PlayStation 2,Action
Muppets Party Cruise,PlayStation 2,General
Muramasa Rebirth,PlayStation Vita,Role-Playing
Muramasa Rebirth,PlayStation Vita,Action RPG
Muramasa: The Demon Blade,Wii,Role-Playing
Muramasa: The Demon Blade,Wii,Action RPG
Musashi: Samurai Legend,PlayStation 2,Role-Playing
Musashi: Samurai Legend,PlayStation 2,Action RPG
Mushroom Men: The Spore Wars,Wii,Action
Mushroom Men: The Spore Wars,Wii,Platformer
Mushroom Men: The Spore Wars,Wii,3D
Musynx,Switch,Action
Musynx,Switch,Rhythm
Musynx,Switch,Music
Mutant Mudds Collection,Switch,Action
Mutant Mudds Collection,Switch,Miscellaneous
Mutant Mudds Collection,Switch,Platformer
Mutant Mudds Collection,Switch,Compilation
Mutant Mudds Collection,Switch,2D
Mutant Storm Empire,Xbox 360,Action
Mutant Storm Empire,Xbox 360,Shooter
Mutant Storm Empire,Xbox 360,Static
Mutant Storm Empire,Xbox 360,Shoot-'Em-Up
Mutant Storm Empire,Xbox 360,Top-Down
Mutant Year Zero: Road to Eden,PC,Strategy
Mutant Year Zero: Road to Eden,PC,Turn-Based
Mutant Year Zero: Road to Eden,PC,Tactics
Mutant Year Zero: Road to Eden,Xbox One,Strategy
Mutant Year Zero: Road to Eden,Xbox One,Turn-Based
Mutant Year Zero: Road to Eden,Xbox One,Tactics
