title,platform,date,publisher,developer,metascore,user_score,esrb
XType Plus,Wii U,Aug_14_2014,PhobosLab,PhobosLab,76,8.2,E
Xenoblade Chronicles,Wii,Apr__6_2012,Nintendo,Monolith Soft,92,9.2,T
Xenoblade Chronicles 2,Switch,Dec__1_2017,Nintendo,Monolith Soft,83,8.7,T
Xenoblade Chronicles 2: Torna ~ The Golden Country,Switch,Sep_14_2018,Nintendo,Monolith Soft,80,8.6,T
Xenoblade Chronicles 3D,3DS,Apr_10_2015,Nintendo,Monster Games Inc.,86,8.8,T
Xenoblade Chronicles X,Wii U,Dec__4_2015,Nintendo,Monolith Soft,84,9.1,T
Xenogears,PlayStation,Oct_20_1998,Square EA,SquareSoft,84,9.2,T
Xenonauts,PC,Nov__4_2011,Goldhawk Interactive,"Gamethunks, Goldhawk Interactive",77,7.9,
Xenosaga Episode I: Der Wille zur Macht,PlayStation 2,Feb_26_2003,Namco,Monolith Soft,83,8.7,T
Xenosaga Episode III: Also sprach Zarathustra,PlayStation 2,Aug_29_2006,Namco Bandai Games America,Monolith Soft,81,9.0,T
Xtreme Sports,Dreamcast,Nov_27_2000,Infogrames,Innerloop,69,8.8,E
Yager,Xbox,Oct__5_2004,Kemco,Yager,70,8.0,T
Yakuza,PlayStation 2,Sep__5_2006,Sega,Amusement Vision,75,8.4,M
Yakuza 0,PlayStation 4,Jan_24_2017,Sega,Ryu ga Gotoku Studios,85,8.5,M
Yakuza 0,PC,Aug__1_2018,Sega,Ryu ga Gotoku Studios,86,8.3,M
Yakuza 2,PlayStation 2,Sep__9_2008,Sega,Amusement Vision,77,8.7,M
Yakuza 3,PlayStation 3,Mar__9_2010,Sega,Ryu ga Gotoku Studios,79,8.3,M
Yakuza 4,PlayStation 3,Mar_15_2011,Sega,Ryu ga Gotoku Studios,78,8.4,M
Yakuza 5,PlayStation 3,Dec__8_2015,Sega,Ryu ga Gotoku Studios,83,8.7,M
Yakuza 6: The Song of Life,PlayStation 4,Apr_17_2018,Sega,Ryu ga Gotoku Studios,83,8.3,M
Yakuza Kiwami,PC,Feb_19_2019,Sega,Ryu ga Gotoku Studios,80,8.3,M
Yakuza Kiwami,PlayStation 4,Aug_29_2017,Sega,Ryu ga Gotoku Studios,80,8.1,M
Yakuza Kiwami 2,PC,May__9_2019,Sega,Ryu ga Gotoku Studios,82,8.6,M
Yakuza Kiwami 2,PlayStation 4,Aug_28_2018,Sega,"Sega, Ryu ga Gotoku Studios",85,8.1,M
Yggdra Union,Game Boy Advance,Nov_21_2006,Atlus Co.,Sting,77,8.8,T
Yggdra Union: We'll Never Fight Alone,PSP,Sep_16_2008,Atlus,Sting,73,7.9,T
Yo-kai Watch,3DS,Nov__6_2015,Nintendo,Level 5,76,8.0,E10+
Yo-kai Watch 2: Bony Spirits,3DS,Sep_30_2016,Nintendo,Level 5,72,7.8,E10+
Yo-kai Watch 2: Psychic Specters,3DS,Sep_29_2017,Nintendo,Level 5,73,8.2,E10+
Yoku's Island Express,Switch,May_29_2018,Villa Gorilla,Villa Gorilla,82,8.5,E10+
Yomawari: Night Alone,PlayStation Vita,Oct_25_2016,NIS America,Nippon Ichi Software,75,8.3,T
Yonder: The Cloud Catcher Chronicles,PlayStation 4,Jul_18_2017,Merge Games,Prideful Sloth,64,7.8,E
Yoshi's Crafted World,Switch,Mar_28_2019,Nintendo,Good-Feel,79,8.0,E
Yoshi's Island: Super Mario Advance 3,Game Boy Advance,Sep_24_2002,Nintendo,Nintendo,91,9.0,E
Yoshi's Woolly World,Wii U,Oct_16_2015,Nintendo,Good-Feel,78,8.5,E
You Don't Know Jack,Xbox 360,Feb__8_2011,THQ,"Jellyvision, Iron Galaxy Studios",82,7.9,T
Youropa,PC,Jun_27_2018,frecle ApS,frecle ApS,80,7.8,
Yourself!Fitness,Xbox,Sep_27_2004,Respondesign,Respondesign,80,7.9,E
Ys I & II Chronicles,PSP,Feb_21_2011,XSEED Games,Falcom,63,8.5,T
Ys Origin,PC,May_31_2012,XSEED Games,Falcom,76,8.3,
Ys Seven,PSP,Aug_16_2010,XSEED Games,Falcom,79,8.4,T
Ys VI: The Ark of Napishtim,PC,Apr_28_2015,Konami,Falcom,76,7.9,
Ys VIII: Lacrimosa of DANA,Switch,Jun_26_2018,NIS America,Falcom,82,8.8,T
Ys VIII: Lacrimosa of DANA,PlayStation 4,Sep_12_2017,NIS America,Falcom,85,8.3,T
Ys: Memories of Celceta,PlayStation Vita,Nov_26_2013,XSEED Games,Falcom,82,8.7,T
Ys: The Ark of Napishtim,PlayStation 2,Feb_22_2005,Konami,Falcom,72,8.8,T
Ys: The Oath in Felghana,PSP,Nov__1_2010,XSEED Games,Falcom,80,8.2,T
Ys: The Oath in Felghana,PC,Mar_19_2012,XSEED Games,Falcom,73,7.8,
Yu Yu Hakusho: Dark Tournament,PlayStation 2,Sep_21_2004,Atari,Digital Fiction,56,8.1,T
Yu Yu Hakusho: Spirit Detective,Game Boy Advance,Dec__2_2003,Atari,Sensory Sweep,33,8.2,T
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,May_19_2009,Konami,Konami,73,7.9,E
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Game Boy Advance,Feb_15_2005,Konami,Konami,66,8.7,E
Yu-Gi-Oh! Capsule Monster Coliseum,PlayStation 2,Oct_26_2004,Konami,WinkySoft,62,7.9,E
Yu-Gi-Oh! Dungeon Dice Monsters,Game Boy Advance,Feb_12_2003,Konami,Konami,67,8.0,E
Yu-Gi-Oh! GX Tag Force,PSP,Nov_14_2006,Konami,Konami,62,8.9,E
Yu-Gi-Oh! GX Tag Force 2,PSP,Sep_18_2007,Konami,Konami,60,8.3,E
Yu-Gi-Oh! GX: Spirit Caller,DS,Jan__2_2007,Konami,Konami,66,8.3,E
Yu-Gi-Oh! GX: The Beginning of Destiny,PlayStation 2,Jan__8_2008,Konami,Konami,49,8.1,E
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,Switch,Aug_20_2019,Konami,Konami,79,8.4,T
Yu-Gi-Oh! Nightmare Troubadour,DS,Aug_30_2005,Konami,Konami,73,8.4,E
Yu-Gi-Oh! The Duelists of the Roses,PlayStation 2,Feb_16_2003,Konami,Konami,59,8.1,E
Yu-Gi-Oh! World Championship 2007,DS,Mar_20_2007,Konami,Konami,76,7.8,E
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Game Boy Advance,Apr__8_2003,Konami,KCEJ,72,8.9,E
Yuppie Psycho,PC,Apr_25_2019,Another Indie,Baroque Decay,81,8.4,
ZEN Pinball,PlayStation 3,May_14_2009,Zen Studios,Zen Studios,80,8.3,E
ZEN Pinball 2,PlayStation 3,Sep__4_2012,Zen Studios,Zen Studios,86,7.8,E10+
Zack & Wiki: Quest for Barbaros' Treasure,Wii,Oct_23_2007,Capcom,Capcom,87,8.6,E
Zeno Clash,PC,Apr_21_2009,Tripwire Interactive,ACE Team,77,7.8,T
Zeno Clash: Ultimate Edition,Xbox 360,May__5_2010,Atlus,ACE Team,74,8.1,T
Zero Escape: The Nonary Games,PlayStation 4,Mar_24_2017,Aksys Games,Spike Chunsoft,87,8.0,M
Zero Escape: Virtue's Last Reward,PlayStation Vita,Oct_23_2012,Aksys Games,ChunSoft,84,8.7,M
Zero Escape: Virtue's Last Reward,3DS,Oct_23_2012,Aksys Games,ChunSoft,88,8.7,M
Zero Escape: Zero Time Dilemma,PlayStation Vita,Jun_28_2016,Aksys Games,"Spike Chunsoft, Chime",83,8.3,M
Zero Escape: Zero Time Dilemma,3DS,Jun_28_2016,Aksys Games,"Spike Chunsoft, Chime",81,8.2,M
Zero Escape: Zero Time Dilemma,PC,Jun_29_2016,Aksys Games,Spike Chunsoft,78,7.9,
Zeus: Master of Olympus,PC,Oct_22_2000,Sierra Entertainment,Impressions Games,87,8.8,E
ZombiU,Wii U,Nov_18_2012,Ubisoft,Ubisoft Montpellier,77,7.8,M
Zombie Night Terror,PC,Jul_20_2016,Gambitious,NoClip,81,7.8,
Zombie Revenge,Dreamcast,Dec_31_1999,Sega,Sega,60,8.2,M
Zombie Wranglers,Xbox 360,May__6_2009,Sierra Online,Frozen Codebase,49,7.8,E10+
Zone of the Enders HD Collection,Xbox 360,Oct_30_2012,Konami,High Voltage Software,75,8.1,M
Zone of the Enders HD Collection,PlayStation 3,Oct_30_2012,Konami,High Voltage Software,73,7.8,M
Zone of the Enders: The 2nd Runner,PlayStation 2,Mar_10_2003,Konami,KCEJ,82,8.7,M
Zone of the Enders: The Fist of Mars,Game Boy Advance,Mar__3_2002,Konami,WinkySoft,71,8.5,E
Zoo Tycoon 2,PC,Nov_11_2004,Microsoft Game Studios,Blue Fang Games,72,7.9,E
chick chick BOOM,Wii,Dec_27_2010,Tons of Bits,Tons of Bits,72,8.1,E10+
de Blob,Wii,Sep_22_2008,THQ,Blue Tongue Entertainment,82,8.3,E
de Blob 2,DS,Feb_22_2011,THQ,Halfbrick Studios,75,8.3,E
