title,platform,date,publisher,developer,metascore,user_score,esrb
"LEVEL 22, Gary's Misadventures",Xbox One,Jan_29_2016,Moving Player,"Moving Player, Noego",68,8.0,E10+
LIMBO,Xbox 360,Jul_21_2010,PLAYDEAD,PLAYDEAD,90,8.4,T
LIMBO,Switch,Jun_28_2018,PLAYDEAD,PLAYDEAD,83,8.3,T
LIMBO,PC,Aug__2_2011,PLAYDEAD,PLAYDEAD,88,8.1,T
LIMBO,PlayStation 3,Jul_19_2011,PLAYDEAD,PLAYDEAD,90,7.9,T
LISA,PC,Dec_15_2014,Dingaling,Dingaling,78,8.7,M
La Pucelle: Tactics,PlayStation 2,May__4_2004,Mastiff,Nippon Ichi Software,79,8.6,T
La-Mulana,Wii,Sep_20_2012,EnjoyUp Games,"Asterizm Co., Ltd",87,7.8,E10+
La-Mulana EX,PlayStation Vita,Mar__3_2015,Rising Star Games,Pygmy Studio,77,7.9,T
Lara Croft and the Guardian of Light,Xbox 360,Aug_18_2010,Square Enix,Crystal Dynamics,85,8.4,T
Lara Croft and the Guardian of Light,PC,Sep_28_2010,Square Enix,"Crystal Dynamics, Nixxes Software",82,8.1,T
Layers of Fear: Legacy,Switch,Feb_21_2018,Bloober Team,Bloober Team,80,8.2,M
Lazy Raiders,Xbox 360,Feb_24_2010,Sarbakan Inc.,Sarbakan Inc.,80,8.8,E
Le Tour de France,Xbox 360,Oct_11_2016,Focus Home Interactive,Cyanide,46,8.0,
Lead and Gold: Gangs of the Wild West,PlayStation 3,May__4_2010,Paradox Interactive,Fatshark AB,68,8.4,M
Lead and Gold: Gangs of the Wild West,PC,Apr__8_2010,Paradox Interactive,Fatshark AB,70,8.2,M
Leedmees,Xbox 360,Sep__7_2011,Konami,Konami,60,7.8,E
Left 4 Dead,PC,Nov_17_2008,Electronic Arts,Valve Software,89,9.1,M
Left 4 Dead,Xbox 360,Nov_17_2008,Electronic Arts,Certain Affinity,89,7.9,M
Left 4 Dead 2,Xbox 360,Nov_17_2009,Electronic Arts,Valve Software,89,8.6,M
Left 4 Dead 2,PC,Nov_16_2009,Electronic Arts,Valve Software,89,8.4,M
Left 4 Dead 2: The Passing,Xbox 360,Apr_22_2010,Electronic Arts,Valve Software,74,8.2,M
Left Alive,PlayStation 4,Mar__5_2019,Square Enix,"Square Enix, ilinx inc.",37,8.4,M
Legacy of Kain: Defiance,PlayStation 2,Nov_11_2003,Eidos Interactive,Crystal Dynamics,75,8.8,M
Legacy of Kain: Defiance,PC,Dec_17_2003,Eidos Interactive,Nixxes Software,70,8.7,M
Legacy of Kain: Defiance,Xbox,Nov_11_2003,Eidos Interactive,Crystal Dynamics,74,7.9,M
Legacy of Kain: Soul Reaver,PlayStation,Aug_16_1999,Eidos Interactive,Crystal Dynamics,91,8.9,T
Legacy of Kain: Soul Reaver 2,PC,Nov_20_2001,Eidos Interactive,"Crystal Dynamics, Nixxes Software",77,8.8,M
Legaia 2: Duel Saga,PlayStation 2,Oct__1_2002,Eidos Interactive,Prokion,67,8.4,T
Legend of Grimrock,PC,Apr_11_2012,Almost Human,Almost Human,82,8.1,
Legend of Grimrock II,PC,Oct_15_2014,Almost Human,Almost Human,85,8.1,
Legend of the Guardians: The Owls of Ga'Hoole,Xbox 360,Sep_14_2010,Warner Bros. Interactive Entertainment,Krome Studios,60,8.0,E10+
Legends of War: Patton's Campaign,PSP,Jan__3_2011,Enigma Software Productions,Enigma Software Productions,79,8.1,T
Lego Indiana Jones: The Original Adventures,PlayStation 2,Jun__3_2008,LucasArts,Traveller's Tales,77,8.3,E10+
Lego Star Wars,Game Boy Advance,Mar_29_2005,Eidos Interactive,Griptonite Games,75,8.3,E
Lego Star Wars II: The Original Trilogy,GameCube,Sep_12_2006,LucasArts,Traveller's Tales,84,8.6,E10+
Lego Star Wars II: The Original Trilogy,Xbox,Sep_12_2006,LucasArts,Traveller's Tales,85,8.5,E10+
Leisure Suit Larry: Reloaded,PC,Jun_27_2013,Replay Games,Replay Games,56,8.3,
Lemmings,PSP,May_23_2006,SCEA,Team 17,76,7.9,E
Lemony Snicket's A Series of Unfortunate Events,Game Boy Advance,Nov_10_2004,Activision,Griptonite Games,72,8.0,E
Liberation Maiden,3DS,Oct_25_2012,Level 5,Grasshopper Manufacture,69,7.8,T
Life is Strange,PC,Oct_20_2015,Square Enix,DONTNOD Entertainment,83,8.6,M
Life is Strange,PlayStation 4,Oct_20_2015,Square Enix,DONTNOD Entertainment,85,8.6,M
Life is Strange: Before the Storm,PC,Aug_31_2017,Square Enix,Deck Nine Games,77,8.0,M
Life is Strange: Before the Storm - Episode 1: Awake,Xbox One,Aug_31_2017,Square Enix,Deck Nine Games,79,8.2,M
Life is Strange: Before the Storm - Episode 2: Brave New World,PlayStation 4,Oct_19_2017,Square Enix,Deck Nine Games,79,8.1,M
Life is Strange: Episode 1 - Chrysalis,PC,Jan_30_2015,Square Enix,DONTNOD Entertainment,77,8.5,M
Life is Strange: Episode 1 - Chrysalis,Xbox One,Jan_30_2015,Square Enix,DONTNOD Entertainment,77,8.5,M
Life is Strange: Episode 1 - Chrysalis,PlayStation 4,Jan_30_2015,Square Enix,DONTNOD Entertainment,75,8.2,M
Life is Strange: Episode 2 - Out of Time,PC,Mar_24_2015,Square Enix,DONTNOD Entertainment,77,8.7,M
Life is Strange: Episode 2 - Out of Time,Xbox One,Mar_25_2015,Square Enix,DONTNOD Entertainment,73,8.5,M
Life is Strange: Episode 2 - Out of Time,PlayStation 4,Mar_24_2015,Square Enix,DONTNOD Entertainment,78,8.3,M
Life is Strange: Episode 3 - Chaos Theory,PC,May_19_2015,Square Enix,DONTNOD Entertainment,80,8.8,M
Life is Strange: Episode 3 - Chaos Theory,Xbox One,May_19_2015,Square Enix,DONTNOD Entertainment,80,8.7,M
Life is Strange: Episode 3 - Chaos Theory,PlayStation 4,May_19_2015,Square Enix,DONTNOD Entertainment,81,8.2,M
Life is Strange: Episode 4 - Dark Room,Xbox One,Jul_28_2015,Square Enix,DONTNOD Entertainment,74,8.7,M
Life is Strange: Episode 4 - Dark Room,PC,Jul_28_2015,Square Enix,DONTNOD Entertainment,76,8.6,M
Life is Strange: Episode 4 - Dark Room,PlayStation 4,Jul_28_2015,Square Enix,DONTNOD Entertainment,81,8.5,M
Life is Strange: Episode 5 - Polarized,Xbox One,Oct_20_2015,Square Enix,DONTNOD Entertainment,80,8.6,M
Life is Strange: Episode 5 - Polarized,PC,Oct_20_2015,Square Enix,DONTNOD Entertainment,83,8.3,M
Life is Strange: Episode 5 - Polarized,PlayStation 4,Oct_20_2015,Square Enix,DONTNOD Entertainment,81,8.3,M
LifeSigns: Surgical Unit,DS,Nov__6_2007,Dreamcatcher,Spike,61,7.8,T
Lifeline,PlayStation 2,Mar__2_2004,Konami,SCEJ,61,7.9,M
Links 2004,Xbox,Nov_11_2003,Microsoft Game Studios,Indie Built,80,8.5,E
Little King's Story,Wii,Jul_21_2009,XSEED Games,Cing,87,8.7,T
Little League World Series Baseball 2008,Wii,Aug__5_2008,Activision,Now Production,70,8.0,E
Little Nightmares,PC,Apr_28_2017,Namco Bandai Games America,Tarsier Studios,81,8.1,T
Little Nightmares,PlayStation 4,Apr_28_2017,Bandai Namco Games,Tarsier Studios,78,7.9,T
Little Nightmares: Complete Edition,Switch,May_18_2018,Bandai Namco Games,Tarsier Studios,79,8.3,T
LittleBigPlanet,PSP,Nov_17_2009,SCEA,"SCE/WWS, Media Molecule",87,7.8,E10+
LittleBigPlanet 2,PlayStation 3,Jan_18_2011,SCEA,Media Molecule,91,8.6,E
LittleBigPlanet PS Vita,PlayStation Vita,Sep_18_2012,SCEA,"Tarsier Studios, Double Eleven",88,8.5,E
Lock's Quest,DS,Sep__8_2008,THQ,5TH Cell,80,8.3,E
LocoRoco,PSP,Sep__5_2006,SCEA,SCE Japan Studio,83,8.7,E
Lone Echo,PC,Jul_20_2017,Ready at Dawn,Ready at Dawn,89,7.8,
Lone Survivor: The Director's Cut,Wii U,Oct_16_2014,Curve Studios,"Curve Studios, superflat games",76,8.0,T
Lone Survivor: The Director's Cut,PlayStation Vita,Sep_24_2013,Curve Studios,"Curve Studios, superflat games",81,8.0,T
Lone Survivor: The Director's Cut,PlayStation 3,Sep_24_2013,Curve Studios,"Curve Studios, superflat games",84,7.8,T
Looney Tunes: Sheep Raider,PlayStation,Sep_27_2001,Infogrames,Infogrames,72,8.8,E
Looney Tunes: Space Race,Dreamcast,Nov_27_2000,Infogrames,Melbourne House,83,8.3,E
Lord of Magna: Maiden Heaven,3DS,Jun__2_2015,XSEED Games,Marvelous Inc.,68,7.8,T
Lords of Xulima,PC,Nov_14_2014,Numantian Games,Numantian Games,71,7.8,
Lost Dimension,PlayStation Vita,Jul_28_2015,Atlus,FuRyu,72,7.8,T
Lost Kingdoms,GameCube,May_27_2002,Activision,From Software,72,8.1,T
Lost Kingdoms II,GameCube,May_21_2003,Activision,From Software,68,8.2,T
Lost Magic,DS,Apr_25_2006,Ubisoft,Taito Corporation,68,7.9,E
Lost Odyssey,Xbox 360,Feb_12_2008,Microsoft Game Studios,Mistwalker,78,8.4,T
Lost Planet: Extreme Condition Colonies Edition,Xbox 360,May_27_2008,Capcom,Capcom,78,8.1,T
Lost Sea,Xbox One,Jun_29_2016,EastAsiaSoft,EastAsiaSoft,59,7.8,E10+
Lost in Blue,DS,Sep_27_2005,Konami,Konami Computer Entertainment Hawaii,69,7.8,E10+
Lost in Shadow,Wii,Jan__4_2011,Hudson Soft,Hudson Soft,68,8.6,E10+
Lovers in a Dangerous Spacetime,Switch,Oct__3_2017,Asteroid Base,Asteroid Base,84,8.1,E10+
Lowrider,PlayStation 2,Nov_20_2003,Jaleco Entertainment,Pacific Century Cyber Works,46,8.4,T
Lufia: Curse of the Sinistrals,DS,Oct_12_2010,Natsume,Neverland,80,8.1,E10+
Lufia: The Ruins of Lore,Game Boy Advance,May__6_2003,Atlus Co.,Taito Corporation,76,8.3,E
Luigi's Mansion,GameCube,Nov_17_2001,Nintendo,Nintendo,78,8.6,E
Luigi's Mansion,3DS,Oct_12_2018,Nintendo,"Nintendo, GREZZO",74,8.0,E
Luigi's Mansion 3,Switch,Oct_31_2019,Nintendo,"Next Level Games, Nintendo",86,8.8,E
Luigi's Mansion: Dark Moon,3DS,Mar_24_2013,Nintendo,Next Level Games,86,8.5,E
Lumines Remastered,Switch,Jun_26_2018,Enhance Games,Enhance Games,83,8.1,E10+
Lumines Supernova,PlayStation 3,Dec_23_2008,Q Entertainment,Q Entertainment,80,8.1,E
Lumines: Electronic Symphony,PlayStation Vita,Feb_15_2012,Ubisoft,Q Entertainment,83,7.9,E
Luminous Arc 2,DS,Nov_18_2008,Atlus,"Image Epoch, Imageepoch",73,7.8,T
Lumo,Switch,Nov_14_2017,Rising Star Games,Rising Star Games,77,8.1,E10+
Lunar 2: Eternal Blue Complete,PlayStation,Dec_15_2000,Working Designs,Game Arts,86,8.9,T
Lunar Knights,DS,Feb__6_2007,Konami,Kojima Productions,82,7.8,E10+
Lunar: Silver Star Story Complete,PlayStation,May_28_1999,Working Designs,Game Arts,78,8.9,T
M.A.C.H. Modified Air Combat Heroes,PSP,Feb_20_2007,Sierra Entertainment,VU Games,65,8.1,E10+
MAG,PlayStation 3,Jan_26_2010,SCEA,Zipper Interactive,76,8.2,T
MDK 2: Armageddon,PlayStation 2,Mar_26_2001,Interplay,BioWare,80,8.5,T
MLB,PSP,Apr_12_2005,SCEA,989 Sports,80,7.9,E
MLB 06: The Show,PlayStation 2,Feb_28_2006,SCEA,SCEA San Diego Studios,83,8.9,E
MLB 06: The Show,PSP,Feb_28_2006,SCEA,SCEA San Diego Studios,83,8.2,E
MLB 07: The Show,PlayStation 2,Feb_26_2007,SCEA,SCEA,83,8.6,E
MLB 08: The Show,PlayStation 3,Mar__4_2008,SCEA,SCEA San Diego Studios,85,8.7,E
MLB 08: The Show,PSP,Mar__4_2008,SCEA,SCEA San Diego Studios,83,7.8,E
MLB 09: The Show,PlayStation 3,Mar__3_2009,SCEA,SCEA San Diego Studios,90,8.1,E
MLB 10: The Show,PlayStation 3,Mar__2_2010,SCEA,SCEA,91,8.1,E
MLB 11: The Show,PlayStation 3,Mar__8_2011,SCEA,SCEA San Diego Studios,90,7.8,E
MLB 12: The Show,PlayStation Vita,Mar__6_2012,SCEA,SCEA San Diego Studios,76,7.8,E
MLB 13: The Show,PlayStation 3,Mar__5_2013,SCEA,SCEA San Diego Studios,87,7.9,E
MLB 2003,PlayStation,Jun_17_2002,SCEA,989 Sports,78,7.9,E
MLB 2004,PlayStation 2,Mar_10_2003,SCEA,989 Sports,61,7.9,E
MLB 2006,PlayStation 2,Mar__8_2005,SCEA,989 Sports,81,8.6,E
MLB Power Pros,PlayStation 2,Oct__3_2007,2K Sports,Konami,80,8.8,E
MLB Power Pros,Wii,Oct__3_2007,2K Sports,Konami,83,8.0,E
MLB Power Pros 2008,Wii,Jul_29_2008,2K Sports,Konami,79,8.7,E
MLB Power Pros 2008,PlayStation 2,Jul_29_2008,2K Sports,Konami,67,8.5,E
MLB Slugfest 20-03,PlayStation 2,Jun_23_2002,Midway,Midway,77,8.2,E
MLB Slugfest 20-04,PlayStation 2,Mar_16_2003,Midway,Midway,78,8.3,E
MLB The Show 19,PlayStation 4,Mar_26_2019,Sony Interactive Entertainment,Sony Interactive Entertainment,86,7.8,E
MORDHAU,PC,Apr_29_2019,Triternion,Triternion,81,8.2,
MTV Music Generator 2,PlayStation 2,May_19_2001,Codemasters,Jester Interactive,77,8.4,T
MTV Music Generator 3: This Is the Remix,PlayStation 2,Jun_22_2004,Codemasters,Mix Max,79,8.6,T
MTX Mototrax,PlayStation 2,Mar__2_2004,Activision,Left Field Productions,77,8.1,E
MVP 06 NCAA Baseball,PlayStation 2,Jan_18_2006,EA Sports,EA Canada,76,8.6,E
MVP 06 NCAA Baseball,Xbox,Jan_18_2006,EA Sports,EA Canada,75,8.6,E
MVP 07 NCAA Baseball,PlayStation 2,Feb__6_2007,Electronic Arts,EA Canada,76,8.4,E
MVP Baseball 2003,PlayStation 2,Mar_10_2003,EA Sports,EA Sports,81,8.9,E
MVP Baseball 2003,Xbox,Mar_10_2003,EA Sports,EA Sports,82,8.5,E
MVP Baseball 2004,PlayStation 2,Mar__9_2004,EA Sports,EA Sports,90,8.5,E
MVP Baseball 2005,PlayStation 2,Feb_22_2005,EA Sports,EA Sports,87,8.7,E
MX 2002 Featuring Ricky Carmichael,PlayStation 2,Jul__3_2001,THQ,Pacific Coast Power & Light,76,8.5,E
MX Superfly,PlayStation 2,Jun_17_2002,THQ,Pacific Coast Power & Light,76,8.3,E
MX Unleashed,PlayStation 2,Feb_17_2004,THQ,Rainbow Studios,80,8.8,E
MX Unleashed,Xbox,Feb_17_2004,THQ,Rainbow Studios,81,8.6,E
MX vs. ATV Unleashed,PlayStation 2,Mar_16_2005,THQ,Rainbow Studios,79,8.5,E
MX vs. ATV Unleashed,Xbox,Mar_24_2005,THQ,Rainbow Studios,80,8.3,E
MX vs. ATV Unleashed: On the Edge,PSP,Feb_27_2006,THQ,Rainbow Studios,68,8.1,E
MX vs. ATV Untamed,Wii,Feb_18_2008,THQ,Rainbow Studios,70,8.3,E
Maboshi's Arcade,Wii,Dec_29_2008,Nintendo,Mindware,85,7.8,E
Mace Griffin Bounty Hunter,PlayStation 2,Jun_20_2003,VU Games,Warthog,62,8.5,M
Mace Griffin Bounty Hunter,Xbox,Jun_20_2003,VU Games,Warthog,64,8.2,M
Machinarium,PC,Oct_16_2009,Amanita Design,Amanita Design,85,8.7,
Mad Max,PC,Sep__1_2015,Warner Bros. Interactive Entertainment,Avalanche Studios,73,7.8,M
Mad Max,PlayStation 4,Sep__1_2015,Warner Bros. Interactive Entertainment,Avalanche Studios,69,7.8,M
Mad Tracks,Xbox 360,May_30_2007,D3Publisher,Load Inc.,62,7.8,E
MadWorld,Wii,Mar_10_2009,Sega,PlatinumGames,81,8.6,M
Madagascar: Escape 2 Africa,PlayStation 3,Nov__4_2008,Activision,Toys for Bob,58,8.4,E10+
Madballs in Babo: Invasion,Xbox 360,Jul_15_2009,Playbrains,Playbrains,68,8.5,E10+
Madden NFL 06,PlayStation 2,Aug__8_2005,EA Sports,EA Sports,88,8.0,E
Madden NFL 06,PSP,Sep_20_2005,EA Sports,EA Tiburon,75,7.9,E
Madden NFL 06,GameCube,Aug__8_2005,EA Sports,EA Sports,86,7.8,E
Madden NFL 07,PlayStation 2,Aug_22_2006,EA Sports,EA Sports,84,8.1,E
Madden NFL 07,Wii,Nov_14_2006,EA Sports,EA Canada,81,8.0,E
Madden NFL 07,GameCube,Aug_22_2006,EA Sports,EA Tiburon,82,7.8,E
Madden NFL 08,PlayStation 2,Aug_14_2007,EA Sports,EA Tiburon,78,8.3,E
Madden NFL 2002,PlayStation,Aug_13_2001,EA Sports,EA Sports,88,8.0,E
Madden NFL 2004,PlayStation 2,Aug_12_2003,EA Sports,EA Tiburon,94,8.2,E
Madden NFL 2005,PlayStation 2,Aug__9_2004,EA Sports,EA Tiburon,91,8.0,E
Mafia,PC,Aug_27_2002,Gathering,Illusion Softworks,88,9.1,M
Mafia,Xbox,Mar_13_2004,Gathering,Illusion Softworks,66,7.9,M
Mafia II,PC,Aug_23_2010,2K Games,2K Czech,77,8.1,M
Mafia II,Xbox 360,Aug_24_2010,2K Games,2K Czech,74,7.9,M
Mafia II,PlayStation 3,Aug_24_2010,2K Games,2K Czech,75,7.8,M
Mages of Mystralia,PC,May_18_2017,Borealys Games,Borealys Games,74,8.5,
Magic: The Gathering - Battlegrounds,Xbox,Nov_18_2003,Atari,Secret Level,72,8.4,T
Magic: The Gathering - Duels of the Planeswalkers 2012,Xbox 360,Jun_15_2011,Wizards of the Coast,Stainless Games,75,8.0,T
Magical Starsign,DS,Oct_23_2006,Nintendo,Brownie Brown,69,7.9,E
Magician's Quest: Mysterious Times,DS,May_11_2009,Konami,"Konami, Aquria",69,7.8,E10+
Magnetica,DS,Jun__5_2006,Nintendo,Mitchell,68,8.1,E
Magnetica Twist,Wii,Jun_30_2008,Nintendo,Mitchell,70,8.0,E
Majin and the Forsaken Kingdom,PlayStation 3,Nov_23_2010,Namco Bandai Games America,Game Republic,72,8.1,T
Majin and the Forsaken Kingdom,Xbox 360,Nov_23_2010,Namco Bandai Games America,Game Republic,74,8.1,T
Major League Baseball 2K5,Xbox,Feb_23_2005,Take-Two Interactive,Kush Games,81,8.2,E
Makai Kingdom: Chronicles of the Sacred Tome,PlayStation 2,Jul_26_2005,NIS America,Nippon Ichi Software,77,8.5,T
Making History: The Calm and the Storm,PC,Mar_13_2007,Strategy First,Muzzy Lane Software,70,8.8,E
Maldita Castilla EX: Cursed Castilla,Xbox One,Jul_20_2016,Abylight,Locomalito,81,7.8,T
Mana Khemia 2: Fall of Alchemy,PlayStation 2,Aug_25_2009,NIS America,Gust,70,8.4,T
Mana Khemia: Alchemists of Al-Revis,PlayStation 2,Apr__1_2008,NIS America,Gust,69,8.8,E10+
Manhunt,PlayStation 2,Nov_18_2003,Rockstar Games,Rockstar North,76,8.3,M
Manhunt,Xbox,Apr_20_2004,Rockstar Games,Rockstar North,74,8.0,M
Manhunt 2,PSP,Oct_29_2007,Rockstar Games,Rockstar London,69,8.0,M
Manhunt 2,PlayStation 2,Oct_29_2007,Rockstar Games,Rockstar London,67,7.8,M
Mantis Burn Racing,Switch,Nov_23_2017,VooFoo Studios,VooFoo Studios,77,7.9,E10+
Marble Blast Ultra,Xbox 360,Jan_23_2006,GarageGames,GarageGames,79,8.2,E
Marc Ecko's Getting Up: Contents Under Pressure,Xbox,Feb_14_2006,Atari,Double Helix Games,71,7.8,M
Mario & Luigi: Bowser's Inside Story,DS,Sep_14_2009,Nintendo,Alphadream Corporation,90,8.8,E
Mario & Luigi: Dream Team,3DS,Aug_11_2013,Nintendo,Alphadream Corporation,81,8.1,E10+
Mario & Luigi: Partners in Time,DS,Nov_28_2005,Nintendo,Alphadream Corporation,86,8.5,E
Mario & Luigi: Superstar Saga,Game Boy Advance,Nov_17_2003,Nintendo,Alphadream Corporation,90,8.9,E
Mario & Luigi: Superstar Saga + Bowser's Minions,3DS,Oct__6_2017,Nintendo,Alphadream Corporation,81,8.4,E
Mario & Sonic at the Rio 2016 Olympic Games,Wii U,Jun_24_2016,Nintendo,"Nintendo, Sega Sports R&D",65,7.9,E10+
Mario + Rabbids: Kingdom Battle,Switch,Aug_29_2017,Ubisoft,"Ubisoft, Ubisoft Paris, Ubisoft Milan",85,8.5,E10+
Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,Switch,Jun_26_2018,Ubisoft,Ubisoft Milan,82,7.9,E10+
Mario Golf,Nintendo 64,Jun_30_1999,Nintendo,Camelot Software Planning,91,8.0,E
Mario Golf: Advance Tour,Game Boy Advance,Jun_22_2004,Nintendo,Camelot Software Planning,84,8.7,E
Mario Golf: Toadstool Tour,GameCube,Jul_29_2003,Nintendo,Camelot Software Planning,81,8.1,E
Mario Golf: World Tour,3DS,May__2_2014,Nintendo,Camelot Software Planning,78,8.0,E
Mario Hoops: 3 on 3,DS,Sep_11_2006,Nintendo,Square Enix,69,7.8,E
Mario Kart 64,Nintendo 64,Feb_10_1997,Nintendo,Nintendo,83,8.6,E
Mario Kart 7,3DS,Dec__4_2011,Nintendo,"Retro Studios, Entertainment Analysis & Development Division",85,8.3,E
Mario Kart 8,Wii U,May_30_2014,Nintendo,Nintendo,88,8.9,E
Mario Kart 8 DLC Pack 1,Wii U,Nov_13_2014,Nintendo,Nintendo,87,8.9,E
Mario Kart 8 DLC Pack 2,Wii U,Apr_23_2015,Nintendo,Nintendo,90,8.9,E
Mario Kart 8 Deluxe,Switch,Apr_28_2017,Nintendo,Nintendo,92,8.6,E
Mario Kart DS,DS,Nov_14_2005,Nintendo,Nintendo,91,8.7,E
Mario Kart Super Circuit,Game Boy Advance,Aug_26_2001,Nintendo,Intelligent Systems,93,8.1,E
Mario Kart Wii,Wii,Apr_27_2008,Nintendo,Nintendo,82,8.4,E
Mario Kart: Double Dash!!,GameCube,Nov_17_2003,Nintendo,Nintendo,87,8.6,E
Mario Party,Nintendo 64,Feb__8_1999,Nintendo,Hudson,79,8.1,E
Mario Party 3,Nintendo 64,May__6_2001,Nintendo,Hudson,74,8.1,E
Mario Party 5,GameCube,Nov_10_2003,Nintendo,Hudson,69,7.9,E
Mario Party 6,GameCube,Dec__6_2004,Nintendo,Hudson Soft,71,8.0,E
Mario Party 7,GameCube,Nov__7_2005,Nintendo,Hudson,64,7.8,E
Mario Party DS,DS,Nov_19_2007,Nintendo,Hudson Soft,72,7.9,E
Mario Power Tennis,GameCube,Nov__8_2004,Nintendo,Camelot Software Planning,80,8.5,E
Mario Strikers Charged,Wii,Jul_30_2007,Nintendo,Next Level Games,79,8.2,E10+
Mario Super Sluggers,Wii,Aug_25_2008,Nintendo,Namco Bandai Games,69,7.8,E
Mario Superstar Baseball,GameCube,Aug_29_2005,Nintendo,Namco,76,8.7,E
Mario Tennis,Nintendo 64,Aug_28_2000,Nintendo,Camelot Software Planning,91,8.8,E
Mario Tennis: Power Tour,Game Boy Advance,Dec__5_2005,Nintendo,Camelot Software Planning,81,8.2,E
Mario vs. Donkey Kong,Game Boy Advance,May_24_2004,Nintendo,Nintendo,81,8.1,E
Mario vs. Donkey Kong 2: March of the Minis,DS,Sep_25_2006,Nintendo,"Nintendo, Nintendo Software Technology",76,7.9,E
Mario vs. Donkey Kong: Mini-Land Mayhem,DS,Nov_14_2010,Nintendo,"Nintendo, Nintendo Software Technology",79,7.9,E
Mario vs. Donkey Kong: Minis March Again!,DS,Jun__8_2009,Nintendo,Nintendo,82,8.0,E
Mark of the Ninja,PC,Oct_16_2012,Microsoft Game Studios,Klei Entertainment,91,8.0,M
Mars Matrix,Dreamcast,Apr_30_2001,Capcom,Takumi Corporation,78,8.1,E
Marvel Heroes 2015,PC,Jun__4_2014,Gazillion,Gazillion,81,8.2,
Marvel Heroes Omega,Xbox One,Jun_30_2017,Gazillion,Gazillion,68,7.8,T
Marvel Nemesis: Rise of the Imperfects,PSP,Oct__4_2005,EA Games,EA Canada,58,8.7,T
Marvel vs. Capcom 2,PlayStation 2,Nov_18_2002,Capcom,Capcom,76,8.8,T
Marvel vs. Capcom 2,Dreamcast,Jun_29_2000,Capcom,Capcom,90,8.8,T
Marvel vs. Capcom 2,Xbox,Mar_27_2003,Capcom,Capcom,65,8.4,T
Marvel vs. Capcom 2,Xbox 360,Jul_29_2009,Capcom,Backbone Entertainment,82,8.0,T
Marvel vs. Capcom Origins,Xbox 360,Sep_26_2012,Capcom,Iron Galaxy Studios,78,8.1,T
Marvel vs. Capcom Origins,PlayStation 3,Sep_25_2012,Capcom,Iron Galaxy Studios,72,7.8,T
Marvel's Spider-Man,PlayStation 4,Sep__7_2018,Sony Interactive Entertainment,Insomniac Games,87,8.6,T
Marvel: Ultimate Alliance,PlayStation 2,Oct_24_2006,Activision,Raven Software,81,8.0,T
Marvel: Ultimate Alliance,PC,Oct_24_2006,Activision,Raven Software,82,7.8,T
Marvel: Ultimate Alliance,PSP,Oct_24_2006,Activision,Vicarious Visions,81,7.8,T
Mary Skelter: Nightmares,PlayStation Vita,Sep_19_2017,Idea Factory,Compile Heart,76,8.8,M
Mass Effect,Xbox 360,Nov_20_2007,Microsoft Game Studios,BioWare,91,8.7,M
Mass Effect,PC,May_28_2008,Electronic Arts,"BioWare, Demiurge Studios",89,8.6,M
Mass Effect 2,Xbox 360,Jan_26_2010,Electronic Arts,BioWare,96,8.9,M
Mass Effect 2,PC,Jan_26_2010,Electronic Arts,BioWare,94,8.8,M
Mass Effect 2,PlayStation 3,Jan_17_2011,Electronic Arts,BioWare,94,8.6,M
Mass Effect 2: Kasumi - Stolen Memory,Xbox 360,Apr__6_2010,Electronic Arts,BioWare,71,7.9,M
Mass Effect 2: Lair of the Shadow Broker,Xbox 360,Sep__7_2010,Electronic Arts,BioWare,87,8.5,M
Mass Effect 2: Lair of the Shadow Broker,PC,Sep__7_2010,Electronic Arts,BioWare,86,8.4,M
Mass Effect 3: Citadel,Xbox 360,Mar__5_2013,Electronic Arts,BioWare,84,8.2,M
Mass Effect 3: Citadel,PC,Mar__5_2013,Electronic Arts,BioWare,84,7.9,M
Master of Orion II: Battle at Antares,PC,Oct__1_1996,MicroProse,SimTex,84,9.0,
Mat Hoffman's Pro BMX,PlayStation,May_14_2001,Activision,Shaba Games,80,8.3,E
Mat Hoffman's Pro BMX,Game Boy Advance,Nov_19_2001,Activision,HotGen,71,8.0,E
Mat Hoffman's Pro BMX 2,GameCube,Oct__8_2002,Activision,Rainbow Studios,70,8.4,T
Mat Hoffman's Pro BMX 2,PlayStation 2,Aug_12_2002,Activision,Rainbow Studios,76,8.3,T
Matt Hazard: Blood Bath and Beyond,Xbox 360,Jan__6_2010,D3Publisher,Vicious Cycle,63,8.7,M
Max & the Magic Marker,Wii,Mar__8_2010,Press Play,Press Play,76,8.4,E
Max Payne,PC,Jul_23_2001,Gathering,Remedy Entertainment,89,9.1,M
Max Payne,Game Boy Advance,Dec_18_2003,Rockstar Games,Mobius Entertainment,78,8.5,M
Max Payne,PlayStation 2,Dec__6_2001,Rockstar Games,Rockstar Toronto,80,8.4,M
Max Payne,Xbox,Dec_12_2001,Rockstar Games,neo Software,89,8.2,M
Max Payne 2: The Fall of Max Payne,PC,Oct_14_2003,Rockstar Games,Remedy Entertainment,86,8.9,M
Max Payne 2: The Fall of Max Payne,PlayStation 2,Dec__2_2003,Rockstar Games,Rockstar Vienna,73,8.2,M
Max Payne 2: The Fall of Max Payne,Xbox,Nov_25_2003,Rockstar Games,Remedy Entertainment,84,8.2,M
